iter	Passed	Remaining
169	6470	31591
170	6507	31549
171	6542	31497
172	6581	31460
173	6619	31425
174	6652	31362
175	6684	31297
176	6718	31237
177	6754	31192
178	6789	31139
179	6827	31100
180	6861	31048
181	6893	30984
182	6928	30932
183	6965	30888
184	7001	30845
185	7038	30803
186	7082	30791
187	7134	30815
188	7179	30805
189	7215	30762
190	7252	30720
191	7284	30654
192	7315	30587
193	7347	30527
194	7381	30474
195	7412	30408
196	7446	30353
197	7480	30301
198	7517	30257
199	7549	30199
200	7584	30148
201	7619	30101
202	7657	30064
203	7695	30026
204	7730	29978
205	7765	29930
206	7799	29879
207	7830	29816
208	7863	29760
209	7898	29714
210	7931	29660
211	7964	29603
212	8000	29560
213	8035	29513
214	8070	29468
215	8105	29420
216	8138	29367
217	8170	29308
218	8200	29246
219	8236	29201
220	8270	29150
221	8309	29121
222	8345	29076
223	8376	29019
224	8409	28966
225	8442	28913
226	8478	28870
227	8512	28824
228	8545	28772
229	8578	28718
230	8609	28660
231	8639	28600
232	8673	28551
233	8705	28496
234	8739	28450
235	8771	28396
236	8802	28338
237	8832	28279
238	8862	28219
239	8896	28171
240	8928	28118
241	8963	28075
242	8995	28024
243	9026	27968
244	9056	27908
245	9086	27850
246	9119	27800
247	9150	27747
248	9185	27704
249	9216	27650
250	9247	27593
251	9276	27535
252	9307	27479
253	9340	27432
254	9372	27381
255	9406	27337
256	9439	27289
257	9469	27235
258	9500	27180
259	9530	27124
260	9564	27080
261	9596	27032
262	9631	26989
263	9664	26942
264	9695	26891
265	9725	26836
266	9755	26781
267	9788	26736
268	9820	26687
269	9854	26643
270	9886	26595
271	9916	26542
272	9947	26489
273	9977	26436
274	10009	26389
275	10044	26347
276	10078	26305
277	10111	26261
278	10143	26212
279	10172	26158
280	10203	26107
281	10237	26064
282	10267	26013
283	10299	25967
284	10332	25921
285	10362	25869
286	10393	25819
287	10422	25766
288	10455	25722
289	10489	25681
290	10524	25642
291	10560	25605
292	10592	25560
293	10625	25515
294	10656	25466
295	10691	25429
296	10728	25394
297	10765	25359
298	10797	25315
299	10829	25269
300	10862	25226
301	10900	25192
302	10933	25151
303	10970	25115
304	11004	25075
305	11036	25031
306	11070	24989
307	11107	24955
308	11140	24913
309	11175	24874
310	11212	24840
311	11246	24799
312	11281	24762
313	11317	24726
314	11353	24689
315	11388	24651
316	11419	24604
317	11449	24555
318	11479	24505
319	11512	24463
320	11543	24417
321	11577	24377
322	11609	24333
323	11640	24287
324	11670	24238
325	11699	24189
326	11732	24147
327	11766	24107
328	11799	24065
329	11834	24028
330	11866	23983
331	11897	23937
332	11926	23887
333	11958	23844
334	11990	23802
335	12024	23762
336	12056	23720
337	12087	23674
338	12117	23626
339	12147	23580
340	12178	23535
341	12212	23496
342	12244	23453
343	12280	23419
344	12312	23375
345	12342	23330
346	12371	23282
347	12405	23242
348	12438	23201
349	12470	23160
350	12502	23117
351	12532	23071
352	12563	23027
353	12593	22981
354	12625	22939
355	12658	22899
356	12694	22863
357	12727	22824
358	12759	22782
359	12790	22739
360	12821	22695
361	12855	22656
362	12887	22615
363	12923	22580
364	12954	22536
365	12984	22492
366	13014	22447
367	13044	22402
368	13077	22363
369	13110	22322
370	13143	22283
371	13174	22241
372	13203	22195
373	13233	22150
374	13262	22104
375	13294	22062
376	13327	22024
377	13360	21985
378	13396	21950
379	13428	21909
380	13458	21865
381	13488	21822
382	13522	21783
383	13554	21743
384	13589	21707
385	13621	21667
386	13650	21622
387	13680	21578
388	13710	21534
389	13742	21494
390	13774	21454
391	13808	21417
392	13840	21376
393	13870	21334
394	13900	21291
395	13931	21249
396	13965	21211
397	13996	21170
398	14029	21132
399	14061	21092
400	14092	21051
401	14123	21009
402	14152	20965
403	14185	20926
404	14218	20889
405	14253	20853
406	14287	20816
407	14317	20774
408	14349	20734
409	14378	20691
410	14411	20653
411	14444	20614
412	14479	20580
413	14512	20541
414	14541	20498
415	14571	20455
416	14600	20413
417	14633	20374
418	14665	20335
419	14698	20298
420	14731	20260
421	14761	20218
422	14792	20178
423	14822	20136
424	14855	20098
425	14888	20060
426	14921	20022
427	14955	19987
428	14987	19947
429	15017	19906
430	15047	19865
431	15080	19828
432	15111	19787
433	15143	19749
434	15176	19711
435	15206	19671
436	15236	19629
437	15264	19586
438	15296	19547
439	15330	19511
440	15363	19474
441	15399	19441
442	15431	19402
443	15461	19361
444	15492	19322
445	15526	19285
446	15558	19247
447	15592	19211
448	15623	19172
449	15652	19131
450	15682	19090
451	15718	19056
452	15761	19031
453	15801	19003
454	15852	18988
455	15899	18967
456	15935	18933
457	15971	18900
458	16010	18871
459	16050	18841
460	16084	18805
461	16117	18769
462	16149	18730
463	16180	18691
464	16217	18659
465	16252	18624
466	16288	18590
467	16322	18554
468	16352	18514
469	16381	18472
470	16423	18446
471	16458	18410
472	16489	18371
473	16520	18332
474	16550	18292
475	16580	18252
476	16608	18210
477	16641	18173
478	16674	18136
479	16705	18097
480	16734	18056
481	16764	18016
482	16796	17978
483	16837	17950
484	16879	17923
485	16917	17891
486	16951	17856
487	16986	17821
488	17019	17785
489	17053	17749
490	17085	17712
491	17125	17682
492	17158	17645
493	17189	17607
494	17220	17568
495	17249	17527
496	17279	17487
497	17314	17453
498	17351	17420
499	17384	17384
500	17418	17349
501	17448	17309
502	17478	17270
503	17507	17230
504	17539	17192
505	17571	17154
506	17602	17116
507	17633	17078
508	17662	17038
509	17696	17002
510	17730	16966
511	17763	16930
512	17801	16899
513	17836	16865
514	17866	16825
515	17895	16785
516	17924	16745
517	17953	16705
518	17985	16668
519	18017	16631
520	18046	16591
521	18076	16552
522	18106	16514
523	18135	16474
524	18165	16435
525	18196	16397
526	18229	16361
527	18259	16323
528	18289	16284
529	18328	16253
530	18368	16223
531	18406	16192
532	18444	16160
533	18481	16127
534	18516	16093
535	18552	16060
536	18585	16024
537	18619	15989
538	18653	15954
539	18684	15916
540	18715	15878
541	18745	15840
542	18775	15801
543	18805	15763
544	18840	15729
545	18873	15693
546	18907	15658
547	18939	15621
548	18969	15583
549	18998	15544
550	19028	15505
551	19060	15469
552	19092	15433
553	19123	15395
554	19153	15357
555	19183	15319
556	19212	15280
557	19243	15242
558	19275	15206
559	19310	15172
560	19346	15138
561	19375	15100
562	19406	15063
563	19437	15026
564	19468	14988
565	19502	14954
566	19534	14918
567	19564	14879
568	19595	14842
569	19624	14804
570	19653	14766
571	19682	14727
572	19714	14691
573	19746	14655
574	19778	14619
575	19808	14581
576	19838	14543
577	19868	14505
578	19897	14467
579	19930	14432
580	19963	14397
581	19994	14359
582	20024	14322
583	20057	14287
584	20087	14250
585	20117	14212
586	20151	14178
587	20184	14142
588	20213	14105
589	20243	14067
590	20273	14029
591	20302	13992
592	20331	13954
593	20363	13918
594	20397	13884
595	20429	13848
596	20459	13811
597	20489	13774
598	20519	13736
599	20548	13699
600	20581	13663
601	20613	13628
602	20644	13591
603	20674	13554
604	20705	13518
605	20735	13481
606	20764	13444
607	20797	13408
608	20829	13373
609	20860	13336
610	20890	13300
611	20920	13263
612	20949	13225
613	20979	13189
614	21012	13154
615	21048	13120
616	21080	13085
617	21110	13049
618	21140	13011
619	21169	12975
620	21199	12938
621	21233	12903
622	21265	12868
623	21295	12832
624	21325	12795
625	21355	12758
626	21396	12728
627	21435	12697
628	21477	12667
629	21514	12635
630	21550	12602
631	21583	12567
632	21617	12533
633	21654	12500
634	21688	12466
635	21721	12431
636	21753	12396
637	21782	12359
638	21813	12323
639	21842	12286
640	21875	12251
641	21910	12218
642	21941	12182
643	21975	12147
644	22006	12112
645	22037	12076
646	22067	12039
647	22105	12007
648	22140	11974
649	22169	11937
650	22199	11901
651	22229	11864
652	22258	11828
653	22287	11791
654	22319	11756
655	22353	11721
656	22386	11687
657	22417	11651
658	22447	11615
659	22476	11578
660	22504	11541
661	22537	11506
662	22571	11473
663	22603	11437
664	22634	11402
665	22663	11365
666	22694	11330
667	22724	11294
668	22757	11259
669	22790	11225
670	22820	11189
671	22850	11153
672	22880	11117
673	22909	11081
674	22939	11044
675	22970	11009
676	23002	10974
677	23036	10940
678	23066	10904
679	23095	10868
680	23125	10832
681	23155	10796
682	23185	10761
683	23221	10727
684	23255	10694
685	23300	10665
686	23340	10633
687	23376	10601
688	23416	10569
689	23451	10536
690	23484	10501
691	23517	10467
692	23551	10433
693	23582	10397
694	23612	10362
695	23643	10327
696	23676	10292
697	23707	10257
698	23737	10221
699	23768	10186
700	23798	10151
701	23828	10115
702	23864	10082
703	23900	10049
704	23931	10013
705	23961	9978
706	23991	9942
707	24020	9906
708	24049	9870
709	24081	9835
710	24115	9802
711	24144	9766
712	24174	9731
713	24205	9695
714	24234	9660
715	24265	9624
716	24299	9591
717	24331	9556
718	24360	9520
719	24390	9485
720	24419	9449
721	24448	9413
722	24478	9378
723	24509	9343
724	24542	9309
725	24573	9274
726	24603	9239
727	24634	9204
728	24664	9168
729	24693	9133
730	24724	9098
731	24757	9064
732	24787	9029
733	24818	8994
734	24848	8958
735	24877	8923
736	24906	8888
737	24938	8853
738	24971	8819
739	25001	8784
740	25032	8749
741	25062	8714
742	25091	8678
743	25120	8643
744	25152	8609
745	25187	8576
746	25220	8541
747	25259	8510
748	25300	8478
749	25336	8445
750	25373	8412
751	25411	8380
752	25443	8346
753	25476	8311
754	25508	8277
755	25539	8242
756	25570	8208
757	25605	8174
758	25637	8140
759	25667	8105
760	25696	8070
761	25725	8035
762	25756	8000
763	25785	7965
764	25815	7930
765	25850	7896
766	25882	7862
767	25912	7827
768	25941	7792
769	25970	7757
770	25999	7722
771	26031	7688
772	26064	7654
773	26094	7619
774	26124	7584
775	26153	7549
776	26182	7514
777	26212	7479
778	26244	7445
779	26280	7412
780	26312	7378
781	26343	7343
782	26374	7309
783	26406	7275
784	26436	7240
785	26470	7206
786	26504	7173
787	26535	7138
788	26565	7104
789	26595	7069
790	26624	7034
791	26653	7000
792	26685	6965
793	26716	6931
794	26747	6897
795	26777	6862
796	26807	6828
797	26837	6793
798	26867	6758
799	26899	6724
800	26931	6690
801	26964	6657
802	26993	6622
803	27023	6587
804	27053	6553
805	27082	6518
806	27113	6484
807	27146	6450
808	27179	6416
809	27209	6382
810	27239	6348
811	27268	6313
812	27299	6279
813	27331	6245
814	27364	6211
815	27394	6177
816	27424	6142
817	27453	6108
818	27483	6073
819	27511	6039
820	27543	6005
821	27579	5972
822	27613	5938
823	27644	5904
824	27675	5870
825	27705	5836
826	27735	5802
827	27767	5768
828	27800	5734
829	27832	5700
830	27863	5666
831	27894	5632
832	27925	5598
833	27957	5564
834	27991	5531
835	28029	5498
836	28060	5464
837	28091	5430
838	28123	5396
839	28153	5362
840	28183	5328
841	28215	5294
842	28245	5260
843	28274	5226
844	28304	5192
845	28334	5157
846	28363	5123
847	28391	5089
848	28422	5055
849	28455	5021
850	28490	4988
851	28521	4954
852	28552	4920
853	28584	4886
854	28615	4852
855	28648	4819
856	28682	4786
857	28715	4752
858	28746	4718
859	28777	4684
860	28808	4650
861	28839	4617
862	28875	4583
863	28908	4550
864	28939	4516
865	28969	4482
866	29000	4448
867	29032	4415
868	29062	4381
869	29096	4347
870	29130	4314
871	29162	4280
872	29193	4246
873	29223	4212
874	29254	4179
875	29285	4145
876	29322	4112
877	29363	4080
878	29401	4047
879	29433	4013
880	29463	3979
881	29499	3946
882	29546	3915
883	29591	3883
884	29629	3850
885	29671	3817
886	29714	3785
887	29748	3752
888	29785	3718
889	29818	3685
890	29849	3651
891	29881	3617
892	29912	3584
893	29944	3550
894	29980	3517
895	30014	3483
896	30046	3450
897	30076	3416
898	30106	3382
899	30136	3348
900	30165	3314
901	30199	3281
902	30235	3247
903	30268	3214
904	30300	3180
905	30331	3146
906	30362	3113
907	30393	3079
908	30428	3046
909	30463	3012
910	30495	2979
911	30526	2945
912	30558	2911
913	30589	2878
914	30624	2844
915	30663	2811
916	30697	2778
917	30727	2744
918	30759	2711
919	30789	2677
920	30820	2643
921	30851	2609
922	30884	2576
923	30921	2543
924	30956	2509
925	30989	2476
926	31020	2442
927	31051	2409
928	31082	2375
929	31116	2342
930	31149	2308
931	31178	2274
932	31208	2241
933	31239	2207
934	31268	2173
935	31297	2140
936	31330	2106
937	31364	2073
938	31394	2039
939	31425	2005
940	31454	1972
941	31483	1938
942	31512	1904
943	31543	1871
944	31576	1837
945	31606	1804
946	31635	1770
947	31664	1736
948	31692	1703
949	31720	1669
950	31751	1635
951	31786	1602
952	31818	1569
953	31848	1535
954	31878	1502
955	31909	1468
956	31940	1435
957	31975	1401
958	32010	1368
959	32044	1335
960	32075	1301
961	32106	1268
962	32138	1234
963	32168	1201
964	32203	1167
965	32237	1134
966	32268	1101
967	32300	1067
968	32332	1034
969	32362	1000
970	32393	967
971	32425	934
972	32459	900
973	32490	867
974	32520	833
975	32550	800
976	32581	767
977	32612	733
978	32646	700
979	32679	666
980	32711	633
981	32743	600
982	32773	566
983	32804	533
984	32835	500
985	32868	466
986	32906	433
987	32938	400
988	32970	366
989	33000	333
990	33030	299
991	33061	266
992	33094	233
993	33128	199
994	33160	166
995	33191	133
996	33223	99
997	33256	66
998	33287	33
999	33322	0
