iter	MultiClassOneVsAll
424	0.02590551345
425	0.02586969828
426	0.02582923211
427	0.02579623108
428	0.02574679709
429	0.02565762407
430	0.02561864731
431	0.02557587011
432	0.02552640927
433	0.02547005672
434	0.02541268821
435	0.02536178634
436	0.02533514121
437	0.02530509447
438	0.02527254565
439	0.02520885329
440	0.02516024184
441	0.02509156033
442	0.02506425606
443	0.02500742862
444	0.02494185463
445	0.02489898757
446	0.02485142233
447	0.02482961541
448	0.02478086308
449	0.0247407264
450	0.02469336072
451	0.02466572261
452	0.02462777944
453	0.02460194387
454	0.02455429968
455	0.02451127402
456	0.0244850924
457	0.02444647596
458	0.02441581902
459	0.02437787155
460	0.02434448693
461	0.02426876637
462	0.02423587734
463	0.02418223569
464	0.02414724079
465	0.02410830282
466	0.02408022247
467	0.02401999484
468	0.02397759174
469	0.02395205899
470	0.02389873202
471	0.02384159533
472	0.02380602416
473	0.02374281925
474	0.02369557868
475	0.02366196638
476	0.0236371029
477	0.02360265795
478	0.02358127075
479	0.02354303171
480	0.02351429411
481	0.02349177932
482	0.02345516498
483	0.02338885682
484	0.02336484834
485	0.02332715849
486	0.02330585687
487	0.02326698783
488	0.02321777472
489	0.02317120607
490	0.02314791368
491	0.02312307226
492	0.02309785654
493	0.02306360318
494	0.02302887742
495	0.02298602636
496	0.02296195247
497	0.02291853783
498	0.02289286306
499	0.02286485889
500	0.022807624
501	0.02277417091
502	0.0227372104
503	0.02271603562
504	0.02266845503
505	0.0226350915
506	0.0225834773
507	0.02255419069
508	0.02252563254
509	0.02249777498
510	0.02245009206
511	0.02241283642
512	0.02237019271
513	0.02235493866
514	0.02232461346
515	0.0223096396
516	0.02226877001
517	0.02223983581
518	0.02220627912
519	0.02217859783
520	0.02213677119
521	0.02210711032
522	0.02206061628
523	0.0220159231
524	0.02199944271
525	0.02196422982
526	0.02193671166
527	0.0218893987
528	0.02185800563
529	0.02183443211
530	0.02179005649
531	0.02177313503
532	0.02176055861
533	0.02174637213
534	0.02172664764
535	0.02168347713
536	0.02163924716
537	0.02160255588
538	0.02156617893
539	0.02153482725
540	0.02149594275
541	0.02146219741
542	0.02142871367
543	0.02139245615
544	0.02136484161
545	0.02132730985
546	0.02129550041
547	0.0212690536
548	0.02124794425
549	0.02122375635
550	0.02118172675
551	0.02115050733
552	0.02112391901
553	0.02111296981
554	0.02108710262
555	0.02105867105
556	0.021015331
557	0.02099488483
558	0.02095965274
559	0.02093062334
560	0.02089163979
561	0.02086998986
562	0.02085801703
563	0.0208294304
564	0.02081148032
565	0.02079499446
566	0.02076070037
567	0.02073483242
568	0.02070218498
569	0.02068116743
570	0.0206606684
571	0.02061803047
572	0.02058663707
573	0.02057140093
574	0.0205491616
575	0.02052349104
576	0.02050076207
577	0.02048908804
578	0.02047451032
579	0.02041764602
580	0.02038127622
581	0.02035497456
582	0.02033884234
583	0.02031561599
584	0.02028704902
585	0.02027255217
586	0.02021596554
587	0.0202009255
588	0.02018421465
589	0.02015871541
590	0.02014286268
591	0.02012356492
592	0.02009721914
593	0.02006373129
594	0.02005142031
595	0.02003352007
596	0.02000869085
597	0.01997961756
598	0.01994525103
599	0.0199171511
600	0.01989809579
601	0.01987982384
602	0.01985025802
603	0.01982607375
604	0.0197966801
605	0.01976760121
606	0.01975080502
607	0.01971572775
608	0.01969325884
609	0.01965558016
610	0.01961726647
611	0.0195965308
612	0.01957784418
613	0.0195433751
614	0.0195003295
615	0.01945625852
616	0.0194249718
617	0.01940389597
618	0.01938229198
619	0.01936313192
620	0.01933501832
621	0.01930603408
622	0.01927081984
623	0.01924986474
624	0.01922114207
625	0.01920515157
626	0.01919088595
627	0.01915700239
628	0.01914317963
629	0.0191303446
630	0.019099717
631	0.0190870838
632	0.0190756091
633	0.01903535913
634	0.01901896377
635	0.01899418083
636	0.01895710662
637	0.01894253383
638	0.01890854061
639	0.01887768059
640	0.0188592558
641	0.0188367995
642	0.01879918741
643	0.01879013446
644	0.01876803732
645	0.01873044566
646	0.01869842033
647	0.01868747041
648	0.01865963021
649	0.01864062115
650	0.01862767724
651	0.01860427236
652	0.01858059654
653	0.01856782382
654	0.01854220085
655	0.01852045974
656	0.01850164284
657	0.01847768527
658	0.01846028526
659	0.01844620662
660	0.01842692596
661	0.01841554824
662	0.01840151305
663	0.01837939947
664	0.01835586609
665	0.01833580058
666	0.0183031825
667	0.01828971605
668	0.01827081245
669	0.01826369939
670	0.01823912701
671	0.01821814712
672	0.01819360211
673	0.01816540237
674	0.01813526413
675	0.01810811099
676	0.01807274642
677	0.01804001566
678	0.01801084379
679	0.01799492688
680	0.0179773126
681	0.01795172857
682	0.01793331325
683	0.01792113099
684	0.01790299167
685	0.01788129566
686	0.01786287157
687	0.01783105416
688	0.01781275325
689	0.01779510284
690	0.01778388469
691	0.0177600707
692	0.01774591203
693	0.01772336233
694	0.01771254782
695	0.01770179137
696	0.01768951985
697	0.01765603896
698	0.0176417908
699	0.0176283874
700	0.01761368739
701	0.01758817962
702	0.01757375057
703	0.01754984354
704	0.01753935041
705	0.01750766915
706	0.01748822072
707	0.01747307799
708	0.01744472181
709	0.0174289537
710	0.0173996345
711	0.01739352185
712	0.01737616008
713	0.01735037991
714	0.01733204709
715	0.01731272511
716	0.01729201324
717	0.017266493
718	0.0172583823
719	0.01725271953
720	0.01723224979
721	0.01721568666
722	0.01720395369
723	0.01718153683
724	0.01715024521
725	0.01713579272
726	0.01711942861
727	0.01708940334
728	0.01707115684
729	0.01706807982
730	0.0170475045
731	0.01703974493
732	0.01703353777
733	0.01700929809
734	0.01698335217
735	0.01695926515
736	0.01693691044
737	0.01691488523
738	0.0169047226
739	0.0168870543
740	0.01687464891
741	0.01686197996
742	0.01685528084
743	0.01683205393
744	0.01679559192
745	0.01677920228
746	0.01676697275
747	0.01675115278
748	0.01673441703
749	0.01672091809
750	0.01670406082
751	0.01669509215
752	0.01668583357
753	0.01666872645
754	0.01664125915
755	0.01663231414
756	0.01661169185
757	0.01660398279
758	0.01659031023
759	0.01657794021
760	0.01656148422
761	0.01653978135
762	0.01651817146
763	0.01649587304
764	0.01647524501
765	0.0164621572
766	0.01645054112
767	0.0164366693
768	0.01641989508
769	0.01640519069
770	0.01638763267
771	0.01637011399
772	0.01635772163
773	0.01634435292
774	0.01633371223
775	0.0163288225
776	0.01631412243
777	0.01629790652
778	0.01628152576
779	0.01626038345
780	0.01624368733
781	0.0162373881
782	0.01623178779
783	0.01621514171
784	0.01620231291
785	0.01617879024
786	0.0161566817
787	0.01613988781
788	0.01612856022
789	0.01611970729
790	0.01610492117
791	0.01609746391
792	0.01608823268
793	0.01607802142
794	0.01606391078
795	0.01604969756
796	0.0160399113
797	0.01603043476
798	0.01602336842
799	0.0160171004
800	0.01600487098
801	0.01598544527
802	0.01597392087
803	0.01595987739
804	0.015953756
805	0.01594985245
806	0.01593346591
807	0.01590649628
808	0.0158823001
809	0.01586731242
810	0.01583039268
811	0.01582471858
812	0.01581573046
813	0.01579799917
814	0.01578643946
815	0.01577634848
816	0.01575351811
817	0.01575176819
818	0.01573274424
819	0.01572283461
820	0.01569139015
821	0.01567203756
822	0.0156547067
823	0.01563768599
824	0.01561808351
825	0.01560257431
826	0.01558897015
827	0.01557668667
828	0.01557098066
829	0.01555312281
830	0.01554552064
831	0.01550777101
832	0.01549931284
833	0.01548057667
834	0.01547119556
835	0.01545767338
836	0.01544521928
837	0.01542948269
838	0.01542077177
839	0.01540944571
840	0.01539230844
841	0.01537702515
842	0.01536965808
843	0.01536071682
844	0.01534489973
845	0.01532755478
846	0.0153122249
847	0.01530422768
848	0.01529567024
849	0.0152719888
850	0.01525134081
851	0.01523083659
852	0.01521583666
853	0.01520496415
854	0.01519559548
855	0.01518770879
856	0.01518122891
857	0.01515802381
858	0.01512315902
859	0.01509214391
860	0.01508382459
861	0.01506690991
862	0.01506236586
863	0.01504023351
864	0.01502269256
865	0.01501587336
866	0.01501047068
867	0.01499380476
868	0.01498836807
869	0.0149802897
870	0.0149693079
871	0.01495917775
872	0.01494982884
873	0.01493583666
874	0.01491948163
875	0.01489628146
876	0.01487400499
877	0.01485357973
878	0.01482970347
879	0.01482502168
880	0.0148160789
881	0.01480074241
882	0.01476998071
883	0.01476291454
884	0.01475507121
885	0.01474167888
886	0.01471550404
887	0.01470882746
888	0.01470166986
889	0.01469389254
890	0.01467964231
891	0.0146733534
892	0.01464394323
893	0.01462955232
894	0.01461355003
895	0.01459716492
896	0.01459464692
897	0.01458796377
898	0.01458359635
899	0.01456780595
900	0.01455357825
901	0.0145442017
902	0.01452661607
903	0.01451043628
904	0.01450897501
905	0.0145014784
906	0.01448003112
907	0.01445635575
908	0.0144450672
909	0.01443539087
910	0.01442367083
911	0.01441245804
912	0.01439981613
913	0.0143897983
914	0.01437636106
915	0.01436462464
916	0.01435881439
917	0.01434469563
918	0.01432352052
919	0.01430388962
920	0.01429984268
921	0.01429379473
922	0.01427592123
923	0.01426604114
924	0.01425793883
925	0.0142476333
926	0.0142416327
927	0.0142257535
928	0.01420422161
929	0.01419620938
930	0.0141802104
931	0.01417457864
932	0.01415903079
933	0.01414665113
934	0.01414370415
935	0.01413372979
936	0.01412153355
937	0.01411819026
938	0.01411311828
939	0.01410813806
940	0.01409370467
941	0.01407847887
942	0.01407489204
943	0.01405937983
944	0.01404785654
945	0.01403144585
946	0.01402728172
947	0.01402298832
948	0.01401733361
949	0.01401186342
950	0.01400321451
951	0.01398823589
952	0.01397312308
953	0.01396498356
954	0.01396038948
955	0.01394713994
956	0.01392386147
957	0.01391027792
958	0.01390113846
959	0.01387995772
960	0.01387378335
961	0.01385898207
962	0.01385585836
963	0.01384683882
964	0.01383414608
965	0.01382420496
966	0.01381692123
967	0.01380015982
968	0.01378159916
969	0.01377092539
970	0.01376221965
971	0.01375301292
972	0.01374545645
973	0.01373975343
974	0.01373081953
975	0.01371829299
976	0.01370250798
977	0.01369389045
978	0.01368106434
979	0.013669682
980	0.0136541818
981	0.01364758581
982	0.01362742764
983	0.01361320183
984	0.01360100134
985	0.0135826464
986	0.0135613366
987	0.01354967538
988	0.01354557205
989	0.01352876083
990	0.01352250565
991	0.01350952514
992	0.01350256289
993	0.01349377074
994	0.01348284834
995	0.01348065337
996	0.01346849036
997	0.01345527881
998	0.01344509772
999	0.01343406669
