iter	Passed	Remaining
351	1064	1958
352	1066	1954
353	1068	1950
354	1071	1947
355	1074	1944
356	1077	1940
357	1079	1936
358	1082	1932
359	1084	1927
360	1087	1924
361	1089	1920
362	1092	1916
363	1095	1913
364	1097	1909
365	1099	1905
366	1102	1902
367	1105	1898
368	1107	1893
369	1110	1890
370	1112	1886
371	1115	1882
372	1119	1882
373	1122	1879
374	1127	1879
375	1130	1875
376	1134	1874
377	1136	1870
378	1140	1868
379	1143	1865
380	1145	1861
381	1151	1863
382	1154	1859
383	1165	1870
384	1174	1876
385	1180	1877
386	1184	1876
387	1190	1877
388	1196	1879
389	1200	1877
390	1205	1878
391	1211	1879
392	1221	1886
393	1227	1887
394	1230	1884
395	1236	1886
396	1243	1889
397	1246	1885
398	1252	1886
399	1255	1883
400	1259	1882
401	1263	1879
402	1267	1878
403	1272	1876
404	1276	1874
405	1280	1873
406	1284	1871
407	1290	1871
408	1292	1867
409	1297	1866
410	1300	1863
411	1305	1862
412	1308	1859
413	1313	1859
414	1317	1856
415	1321	1855
416	1324	1851
417	1329	1850
418	1331	1846
419	1336	1845
420	1339	1841
421	1343	1840
422	1346	1836
423	1348	1832
424	1351	1828
425	1353	1823
426	1355	1819
427	1358	1815
428	1364	1816
429	1368	1814
430	1373	1812
431	1375	1808
432	1377	1804
433	1380	1800
434	1385	1799
435	1388	1795
436	1392	1793
437	1395	1790
438	1398	1787
439	1401	1783
440	1403	1778
441	1405	1774
442	1408	1770
443	1410	1766
444	1413	1762
445	1415	1758
446	1418	1754
447	1420	1750
448	1422	1746
449	1425	1742
450	1427	1737
451	1430	1733
452	1432	1729
453	1434	1725
454	1437	1721
455	1439	1717
456	1441	1713
457	1444	1709
458	1446	1704
459	1448	1700
460	1451	1696
461	1453	1692
462	1456	1689
463	1458	1685
464	1461	1681
465	1463	1677
466	1466	1673
467	1468	1669
468	1470	1665
469	1473	1661
470	1475	1657
471	1478	1653
472	1480	1649
473	1482	1645
474	1484	1641
475	1487	1637
476	1489	1633
477	1492	1629
478	1494	1625
479	1497	1621
480	1499	1617
481	1501	1614
482	1504	1610
483	1506	1606
484	1509	1602
485	1511	1598
486	1513	1594
487	1516	1590
488	1519	1587
489	1522	1584
490	1524	1580
491	1527	1577
492	1529	1573
493	1532	1569
494	1535	1566
495	1537	1562
496	1539	1558
497	1542	1554
498	1544	1551
499	1547	1547
500	1549	1543
501	1552	1540
502	1555	1536
503	1560	1535
504	1564	1533
505	1568	1531
506	1573	1529
507	1578	1528
508	1583	1527
509	1585	1523
510	1587	1519
511	1591	1516
512	1593	1512
513	1596	1509
514	1599	1505
515	1601	1502
516	1603	1498
517	1607	1495
518	1610	1492
519	1612	1488
520	1615	1485
521	1617	1481
522	1620	1477
523	1623	1475
524	1628	1473
525	1632	1470
526	1635	1467
527	1643	1468
528	1650	1469
529	1661	1473
530	1667	1472
531	1687	1484
532	1710	1498
533	1717	1499
534	1749	1520
535	1763	1526
536	1781	1535
537	1803	1548
538	1813	1551
539	1819	1550
540	1827	1550
541	1854	1567
542	1872	1576
543	1887	1582
544	1894	1582
545	1899	1579
546	1905	1577
547	1910	1575
548	1915	1573
549	1920	1571
550	1925	1569
551	1931	1567
552	1935	1564
553	1938	1560
554	1941	1556
555	1944	1552
556	1947	1548
557	1949	1544
558	1952	1540
559	1957	1538
560	1962	1535
561	1965	1531
562	1968	1527
563	1970	1523
564	1977	1522
565	1980	1518
566	1983	1514
567	1985	1510
568	1988	1505
569	1992	1502
570	1996	1499
571	1998	1495
572	2001	1491
573	2003	1487
574	2006	1482
575	2008	1478
576	2011	1474
577	2013	1470
578	2015	1465
579	2018	1461
580	2020	1457
581	2023	1453
582	2025	1448
583	2027	1444
584	2030	1440
585	2033	1436
586	2035	1432
587	2038	1428
588	2040	1423
589	2042	1419
590	2045	1415
591	2047	1411
592	2050	1407
593	2052	1402
594	2054	1398
595	2057	1394
596	2059	1390
597	2062	1386
598	2064	1382
599	2067	1378
600	2069	1374
601	2072	1369
602	2074	1365
603	2076	1361
604	2079	1357
605	2081	1353
606	2083	1349
607	2086	1345
608	2088	1341
609	2091	1337
610	2093	1333
611	2097	1329
612	2099	1325
613	2102	1321
614	2104	1317
615	2107	1313
616	2110	1309
617	2112	1305
618	2114	1301
619	2117	1298
620	2120	1294
621	2122	1290
622	2125	1286
623	2127	1282
624	2130	1278
625	2133	1274
626	2135	1270
627	2137	1266
628	2140	1262
629	2143	1258
630	2145	1254
631	2147	1250
632	2151	1247
633	2155	1244
634	2160	1241
635	2166	1239
636	2175	1239
637	2182	1238
638	2194	1239
639	2200	1237
640	2207	1236
641	2215	1235
642	2223	1234
643	2235	1235
644	2250	1238
645	2254	1235
646	2263	1235
647	2270	1233
648	2276	1231
649	2284	1230
650	2299	1232
651	2304	1230
652	2313	1229
653	2323	1229
654	2336	1230
655	2359	1237
656	2366	1235
657	2379	1236
658	2390	1236
659	2395	1233
660	2404	1233
661	2411	1231
662	2422	1231
663	2429	1229
664	2447	1233
665	2456	1232
666	2466	1231
667	2473	1229
668	2482	1228
669	2487	1225
670	2495	1223
671	2502	1221
672	2508	1218
673	2514	1216
674	2523	1215
675	2531	1213
676	2540	1212
677	2548	1210
678	2561	1211
679	2570	1209
680	2578	1207
681	2582	1204
682	2595	1204
683	2612	1206
684	2623	1206
685	2630	1203
686	2644	1204
687	2654	1203
688	2662	1201
689	2671	1200
690	2677	1197
691	2683	1194
692	2689	1191
693	2692	1187
694	2696	1183
695	2702	1180
696	2705	1176
697	2708	1171
698	2711	1167
699	2714	1163
700	2719	1160
701	2724	1156
702	2728	1152
703	2732	1148
704	2738	1145
705	2746	1143
706	2753	1141
707	2758	1137
708	2767	1135
709	2772	1132
710	2776	1128
711	2783	1125
712	2789	1122
713	2804	1123
714	2815	1122
715	2820	1118
716	2825	1115
717	2832	1112
718	2837	1108
719	2843	1105
720	2851	1103
721	2858	1100
722	2864	1097
723	2871	1094
724	2884	1094
725	2897	1093
726	2903	1090
727	2915	1089
728	2924	1087
729	2997	1108
730	3020	1111
731	3046	1115
732	3067	1117
733	3086	1118
734	3099	1117
735	3111	1116
736	3117	1112
737	3129	1111
738	3141	1109
739	3151	1107
740	3162	1105
741	3170	1102
742	3174	1097
743	3177	1093
744	3180	1088
745	3188	1085
746	3192	1081
747	3199	1077
748	3206	1074
749	3212	1070
750	3225	1069
751	3231	1065
752	3237	1062
753	3242	1057
754	3246	1053
755	3250	1049
756	3257	1045
757	3262	1041
758	3269	1038
759	3274	1034
760	3285	1031
761	3291	1027
762	3295	1023
763	3302	1020
764	3307	1015
765	3310	1011
766	3313	1006
767	3316	1001
768	3319	997
769	3323	992
770	3330	989
771	3334	984
772	3336	979
773	3342	976
774	3347	971
775	3352	967
776	3357	963
777	3361	959
778	3366	955
779	3370	950
780	3375	946
781	3383	943
782	3395	941
783	3401	937
784	3415	935
785	3427	933
786	3433	929
787	3447	927
788	3466	926
789	3478	924
790	3487	921
791	3494	917
792	3500	913
793	3506	909
794	3512	905
795	3519	902
796	3525	897
797	3530	893
798	3536	889
799	3542	885
800	3547	881
801	3552	876
802	3557	872
803	3563	868
804	3567	864
805	3572	859
806	3576	855
807	3582	851
808	3591	848
809	3601	844
810	3605	840
811	3610	836
812	3617	832
813	3622	827
814	3635	825
815	3642	821
816	3652	818
817	3669	816
818	3681	813
819	3687	809
820	3701	807
821	3721	805
822	3736	803
823	3743	799
824	3754	796
825	3759	791
826	3762	787
827	3766	782
828	3770	777
829	3776	773
830	3782	769
831	3794	766
832	3807	763
833	3816	759
834	3824	755
835	3834	752
836	3842	748
837	3855	745
838	3871	742
839	3880	739
840	3890	735
841	3903	732
842	3911	728
843	3921	724
844	4003	734
845	4028	733
846	4036	729
847	4041	724
848	4048	720
849	4053	715
850	4061	711
851	4066	706
852	4076	702
853	4083	698
854	4098	695
855	4116	692
856	4129	689
857	4141	685
858	4146	680
859	4155	676
860	4163	672
861	4174	668
862	4181	663
863	4188	659
864	4194	654
865	4210	651
866	4217	647
867	4226	642
868	4231	637
869	4244	634
870	4256	630
871	4263	625
872	4273	621
873	4280	617
874	4288	612
875	4298	608
876	4306	603
877	4322	600
878	4331	596
879	4339	591
880	4345	586
881	4354	582
882	4364	578
883	4370	573
884	4375	568
885	4383	563
886	4386	558
887	4390	553
888	4397	549
889	4404	544
890	4421	540
891	4427	536
892	4435	531
893	4441	526
894	4448	521
895	4453	516
896	4459	512
897	4466	507
898	4471	502
899	4478	497
900	4484	492
901	4490	487
902	4496	483
903	4501	478
904	4506	473
905	4510	467
906	4514	462
907	4518	457
908	4525	453
909	4530	448
910	4536	443
911	4544	438
912	4558	434
913	4565	429
914	4579	425
915	4593	421
916	4599	416
917	4603	411
918	4610	406
919	4615	401
920	4626	396
921	4631	391
922	4646	387
923	4663	383
924	4676	379
925	4685	374
926	4691	369
927	4698	364
928	4705	359
929	4711	354
930	4720	349
931	4729	345
932	4733	339
933	4738	334
934	4745	329
935	4750	324
936	4756	319
937	4766	315
938	4771	309
939	4779	305
940	4784	299
941	4796	295
942	4801	290
943	4811	285
944	4816	280
945	4836	276
946	4851	271
947	4864	266
948	4876	262
949	4886	257
950	4901	252
951	4911	247
952	4918	242
953	4929	237
954	4932	232
955	4937	227
956	4945	222
957	4949	216
958	4955	211
959	4964	206
960	4975	201
961	4983	196
962	4990	191
963	5002	186
964	5009	181
965	5018	176
966	5024	171
967	5037	166
968	5051	161
969	5057	156
970	5064	151
971	5073	146
972	5084	141
973	5090	135
974	5099	130
975	5106	125
976	5114	120
977	5125	115
978	5134	110
979	5143	104
980	5152	99
981	5163	94
982	5174	89
983	5180	84
984	5186	78
985	5194	73
986	5202	68
987	5208	63
988	5220	58
989	5225	52
990	5243	47
991	5253	42
992	5260	37
993	5266	31
994	5272	26
995	5285	21
996	5293	15
997	5300	10
998	5308	5
999	5331	0
