iter	RMSE
192	17023.26445
193	17009.72681
194	16969.37642
195	16941.13652
196	16909.96989
197	16883.21075
198	16860.07115
199	16820.22556
200	16788.15188
201	16762.52193
202	16732.50438
203	16705.29405
204	16674.69733
205	16636.66803
206	16592.81125
207	16569.69927
208	16537.78753
209	16524.09129
210	16479.53886
211	16444.25653
212	16399.20688
213	16368.58711
214	16332.54043
215	16297.03634
216	16278.10779
217	16246.68462
218	16215.69591
219	16180.65225
220	16153.27714
221	16129.78719
222	16091.45282
223	16081.72399
224	16040.23108
225	16023.93941
226	16006.03946
227	15992.21772
228	15953.44382
229	15912.40988
230	15892.04679
231	15857.36191
232	15827.65369
233	15809.82715
234	15775.16091
235	15764.89851
236	15733.40749
237	15693.36895
238	15669.03634
239	15637.79037
240	15609.82993
241	15563.70201
242	15543.48411
243	15519.52228
244	15497.64191
245	15481.75707
246	15458.7087
247	15428.49639
248	15399.52979
249	15375.45933
250	15351.93027
251	15332.61137
252	15323.57112
253	15298.7459
254	15291.51976
255	15255.09523
256	15233.35473
257	15212.82485
258	15197.14712
259	15172.42878
260	15154.24415
261	15129.19279
262	15121.3668
263	15101.22318
264	15067.50545
265	15037.21076
266	15020.92823
267	15013.63638
268	15002.30475
269	14984.63785
270	14954.89149
271	14918.73263
272	14890.51525
273	14863.69145
274	14840.04529
275	14818.50745
276	14771.86596
277	14756.26715
278	14728.03978
279	14695.94796
280	14672.15504
281	14638.57499
282	14608.62825
283	14586.64223
284	14572.29594
285	14565.27041
286	14527.34024
287	14505.28203
288	14489.59288
289	14447.69538
290	14432.23464
291	14415.9355
292	14393.88947
293	14374.80659
294	14358.94603
295	14344.32409
296	14310.33026
297	14281.15883
298	14263.59784
299	14232.85901
300	14208.75656
301	14178.17457
302	14161.68074
303	14147.46427
304	14129.91321
305	14103.33972
306	14077.05385
307	14051.72167
308	14026.69479
309	14005.80336
310	13982.83513
311	13958.13745
312	13942.99267
313	13925.39232
314	13898.89382
315	13879.79978
316	13854.56841
317	13833.5267
318	13800.11735
319	13781.47305
320	13755.99656
321	13737.89473
322	13725.16339
323	13706.83943
324	13684.63662
325	13671.53791
326	13652.18006
327	13638.865
328	13626.54821
329	13600.41078
330	13578.81741
331	13566.13881
332	13540.79267
333	13516.58874
334	13504.36497
335	13481.33679
336	13473.54982
337	13450.00137
338	13438.03763
339	13403.24246
340	13388.98633
341	13353.7114
342	13337.78638
343	13316.98487
344	13292.04262
345	13264.33991
346	13251.49276
347	13223.31336
348	13213.80913
349	13182.93692
350	13170.99632
351	13155.62346
352	13128.85256
353	13104.70685
354	13078.86452
355	13057.10363
356	13032.23342
357	13010.306
358	13005.42645
359	12975.59807
360	12964.33564
361	12949.16931
362	12937.8071
363	12915.88609
364	12900.6981
365	12892.41547
366	12865.50645
367	12846.41282
368	12838.36971
369	12824.83366
370	12814.51508
371	12791.93998
372	12771.04018
373	12752.06661
374	12741.17336
375	12733.94216
376	12719.78406
377	12704.82145
378	12701.31813
379	12693.68811
380	12691.94926
381	12675.94497
382	12652.26245
383	12635.90345
384	12622.62905
385	12605.91457
386	12581.0299
387	12552.16194
388	12529.63501
389	12510.65544
390	12494.19814
391	12474.07684
392	12451.33353
393	12446.1101
394	12410.96908
395	12392.21393
396	12368.10163
397	12350.47847
398	12324.8174
399	12303.16538
400	12280.71999
401	12279.46518
402	12260.8041
403	12248.88181
404	12230.56599
405	12209.52416
406	12187.03999
407	12176.73247
408	12155.89167
409	12146.64048
410	12134.01803
411	12113.14937
412	12097.78078
413	12081.09856
414	12061.24693
415	12050.66404
416	12042.05656
417	12023.04218
418	11995.65803
419	11980.33953
420	11959.43096
421	11933.22348
422	11911.61933
423	11910.33773
424	11902.13262
425	11893.02823
426	11870.08731
427	11861.4794
428	11847.57559
429	11846.38994
430	11839.15632
431	11820.43188
432	11805.09488
433	11786.90639
434	11759.20041
435	11742.64163
436	11724.85712
437	11716.63158
438	11689.19239
439	11679.20367
440	11667.62029
441	11666.10984
442	11647.73242
443	11637.59179
444	11618.86235
445	11600.29027
446	11579.20575
447	11557.01972
448	11537.66777
449	11524.86249
450	11512.64936
451	11501.9912
452	11485.88413
453	11460.12253
454	11445.74153
455	11420.00509
456	11409.93529
457	11387.87753
458	11374.32985
459	11365.79768
460	11348.42553
461	11331.48566
462	11309.46725
463	11303.26435
464	11294.85049
465	11292.70623
466	11291.67497
467	11281.77567
468	11276.09811
469	11261.96249
470	11260.96903
471	11242.58103
472	11234.51629
473	11215.77356
474	11207.27146
475	11188.51999
476	11171.41562
477	11159.92203
478	11138.61489
479	11131.91707
480	11110.92065
481	11093.38137
482	11075.37745
483	11055.47342
484	11031.71975
485	11016.96815
486	11001.05357
487	10986.57278
488	10976.43003
489	10960.00157
490	10949.90839
491	10934.92638
492	10919.36669
493	10891.70111
494	10879.80369
495	10874.38386
496	10857.37915
497	10844.69878
498	10833.03092
499	10808.62421
500	10786.84732
501	10763.47007
502	10748.99019
503	10740.13111
504	10722.40528
505	10707.2215
506	10695.02296
507	10680.2557
508	10675.85013
509	10658.76294
510	10652.17321
511	10643.53174
512	10631.8799
513	10610.33607
514	10601.094
515	10591.03936
516	10580.80417
517	10557.34846
518	10541.8496
519	10530.28671
520	10520.39055
521	10510.06367
522	10494.62478
523	10483.71422
524	10482.45856
525	10456.70224
526	10450.31947
527	10436.84241
528	10433.29449
529	10414.85151
530	10404.65012
531	10402.64653
532	10384.59603
533	10368.85167
534	10355.57001
535	10342.34496
536	10328.92861
537	10312.57507
538	10303.53466
539	10287.35624
540	10270.90967
541	10269.5519
542	10251.39457
543	10242.59499
544	10237.22946
545	10220.75558
546	10210.2721
547	10209.08905
548	10196.14151
549	10185.13873
550	10164.50478
551	10163.41766
552	10147.66987
553	10132.17674
554	10119.12033
555	10106.36665
556	10090.90871
557	10078.05135
558	10076.36176
559	10062.50568
560	10047.67121
561	10034.77108
562	10019.06311
563	10015.01822
564	10006.77968
565	9994.30227
566	9978.667388
567	9973.065508
568	9964.680872
569	9944.235173
570	9925.12067
571	9919.909363
572	9899.704284
573	9883.22144
574	9873.76123
575	9853.469418
576	9836.409267
577	9819.933105
578	9806.854122
579	9795.458511
580	9775.070268
581	9764.791289
582	9753.83746
583	9740.458072
584	9723.809406
585	9710.352143
586	9700.827732
587	9693.324428
588	9688.242073
589	9676.350154
590	9663.81508
591	9647.864056
592	9637.414924
593	9630.629992
594	9620.076294
595	9613.35487
596	9608.745379
597	9602.144001
598	9586.984136
599	9576.407191
600	9564.587351
601	9554.831829
602	9543.81899
603	9527.546258
604	9522.454905
605	9515.45298
606	9507.807155
607	9490.363259
608	9482.338441
609	9478.496791
610	9467.588448
611	9459.180526
612	9449.806505
613	9445.297627
614	9430.355999
615	9419.253145
616	9404.712311
617	9392.074159
618	9383.316016
619	9373.356078
620	9354.723361
621	9353.40748
622	9340.963895
623	9332.331215
624	9325.087323
625	9310.0445
626	9296.41609
627	9282.978227
628	9272.099822
629	9267.67036
630	9255.288288
631	9233.074489
632	9229.831472
633	9221.735667
634	9210.419542
635	9199.364695
636	9193.138098
637	9175.980654
638	9164.474532
639	9158.91366
640	9147.406092
641	9142.909561
642	9142.019229
643	9128.142566
644	9113.244245
645	9101.51374
646	9089.938984
647	9084.038539
648	9072.398088
649	9063.899681
650	9061.623706
651	9052.279798
652	9045.582423
653	9032.29072
654	9025.405022
655	9011.049344
656	8999.035754
657	8992.564098
658	8985.232852
659	8979.601
660	8969.221796
661	8968.038672
662	8954.560769
663	8944.906099
664	8936.576542
665	8920.852218
666	8913.92295
667	8900.678968
668	8885.426268
669	8867.883672
670	8863.785283
671	8854.224074
672	8835.023487
673	8831.672949
674	8814.212102
675	8803.762772
676	8794.332111
677	8775.578851
678	8763.701515
679	8751.989913
680	8739.628299
681	8738.209209
682	8725.364195
683	8709.717052
684	8705.648346
685	8695.327599
686	8686.88027
687	8681.097004
688	8672.343268
689	8664.298949
690	8655.079146
691	8654.32622
692	8652.508277
693	8651.893366
694	8635.310184
695	8628.668747
696	8621.52373
697	8620.80716
698	8611.004605
699	8604.598405
700	8593.777008
701	8585.355564
702	8575.255117
703	8571.336267
704	8559.986353
705	8553.256435
706	8544.525932
707	8529.651665
708	8528.824771
709	8517.51979
710	8506.2285
711	8497.680466
712	8483.62657
713	8474.348566
714	8466.555549
715	8457.383083
716	8445.688557
717	8439.605563
718	8430.880475
719	8416.232028
720	8409.706522
721	8402.654322
722	8393.148824
723	8378.467747
724	8377.778811
725	8374.192868
726	8367.252915
727	8360.172992
728	8350.997093
729	8340.469879
730	8333.460241
731	8327.355034
732	8318.485572
733	8308.569438
734	8298.076659
735	8289.027192
736	8280.022637
737	8273.847844
738	8262.352523
739	8254.565008
740	8244.948501
741	8231.696124
742	8214.677274
743	8213.100499
744	8204.443005
745	8203.813291
746	8197.213634
747	8183.962303
748	8173.379393
749	8161.816622
750	8152.688118
751	8143.005544
752	8133.178677
753	8122.983173
754	8116.712686
755	8109.276158
756	8106.386802
757	8094.692245
758	8088.255819
759	8081.502553
760	8069.710435
761	8064.579046
762	8057.675854
763	8051.674817
764	8041.56732
765	8029.094698
766	8020.813912
767	8017.392325
768	8011.761823
769	7998.23123
770	7982.035381
771	7981.627754
772	7973.277868
773	7959.474348
774	7951.495003
775	7936.738987
776	7928.647061
777	7919.239715
778	7905.612363
779	7896.208525
780	7883.756111
781	7873.3596
782	7866.61934
783	7861.16477
784	7854.064217
785	7852.149538
786	7844.155878
787	7839.046496
788	7828.964839
789	7820.518832
790	7809.766024
791	7800.046126
792	7791.916223
793	7788.9144
794	7779.555406
795	7777.274664
796	7769.392228
797	7758.110064
798	7749.567111
799	7739.931562
800	7732.487062
801	7731.950366
802	7724.356605
803	7716.111427
804	7706.774644
805	7706.304604
806	7704.364312
807	7694.204254
808	7688.205802
809	7682.242837
810	7669.732285
811	7669.277557
812	7662.263404
813	7659.140599
814	7652.745584
815	7648.38679
816	7636.174011
817	7623.830227
818	7614.260562
819	7607.365245
820	7594.604333
821	7586.579169
822	7577.479357
823	7567.281836
824	7566.790781
825	7555.40246
826	7546.603893
827	7536.406518
828	7528.802509
829	7513.780621
830	7509.655239
831	7501.267366
832	7491.344399
833	7490.017422
834	7481.440455
835	7470.711521
836	7470.067255
837	7463.541055
838	7454.274613
839	7445.680987
840	7439.186693
841	7431.506423
842	7422.337096
843	7416.119819
844	7409.744278
845	7400.486463
846	7399.933986
847	7390.044467
848	7384.651185
849	7378.676722
850	7369.711983
851	7364.132412
852	7355.048208
853	7348.504063
854	7344.368472
855	7334.313142
856	7327.172114
857	7320.408283
858	7304.201774
859	7302.448529
860	7296.053299
861	7289.125484
862	7278.848404
863	7267.768811
864	7255.533088
865	7244.953413
866	7244.503009
867	7233.308105
868	7232.744802
869	7222.319328
870	7219.798749
871	7216.251816
872	7201.692539
873	7191.795609
874	7184.138
875	7173.013698
876	7166.661916
877	7162.791916
878	7155.73562
879	7145.732688
880	7139.922806
881	7135.993191
882	7126.863169
883	7117.459919
884	7109.480129
885	7101.744853
886	7090.422876
887	7087.347096
888	7081.573784
889	7073.519428
890	7065.609135
891	7059.240661
892	7053.880881
893	7050.825099
894	7039.927447
895	7029.331576
896	7023.510611
897	7017.044749
898	7007.433428
899	7000.254422
900	6993.639084
901	6984.52489
902	6973.54784
903	6966.140319
904	6958.104325
905	6953.056299
906	6941.626755
907	6940.92537
908	6933.484044
909	6930.505563
910	6922.125183
911	6914.990104
912	6910.807128
913	6904.257837
914	6894.965106
915	6885.77046
916	6881.167522
917	6872.733101
918	6865.600331
919	6861.588063
920	6861.063264
921	6851.146209
922	6841.242654
923	6834.424408
924	6828.444727
925	6820.497421
926	6815.144554
927	6805.581274
928	6795.81739
929	6788.993173
930	6780.461103
931	6769.539503
932	6763.849613
933	6759.472176
934	6752.005112
935	6745.72839
936	6745.332348
937	6732.583653
938	6727.316014
939	6719.977388
940	6714.051356
941	6703.236659
942	6696.115108
943	6689.959608
944	6685.372068
945	6681.352721
946	6673.704324
947	6666.155771
948	6662.07785
949	6652.202639
950	6647.845377
951	6644.88141
952	6636.296518
953	6625.705397
954	6619.47746
955	6617.074629
956	6612.497339
957	6605.998229
958	6595.875977
959	6585.678021
960	6585.292079
961	6579.60316
962	6572.652282
963	6564.366874
964	6563.767312
965	6557.953596
966	6555.017912
967	6548.946141
968	6544.04569
969	6537.496308
970	6529.397899
971	6522.899389
972	6519.256303
973	6508.687839
974	6505.029082
975	6498.111982
976	6488.895424
977	6488.523172
978	6480.126019
979	6472.455161
980	6464.336297
981	6456.00827
982	6446.979017
983	6438.411568
984	6433.11556
985	6426.853926
986	6414.446294
987	6412.24693
988	6403.565938
989	6394.311399
990	6385.896529
991	6381.331456
992	6377.558224
993	6372.656163
994	6367.512689
995	6359.316874
996	6355.983643
997	6348.528624
998	6339.487177
999	6339.101451
