iter	Passed	Remaining
582	30416	21755
583	30464	21700
584	30507	21641
585	30554	21586
586	30604	21532
587	30659	21482
588	30706	21426
589	30754	21371
590	30804	21318
591	30853	21264
592	30900	21207
593	30946	21151
594	31001	21101
595	31048	21046
596	31098	20992
597	31152	20942
598	31203	20889
599	31251	20834
600	31297	20778
601	31342	20721
602	31392	20668
603	31441	20614
604	31493	20562
605	31545	20509
606	31592	20454
607	31644	20402
608	31695	20349
609	31741	20293
610	31786	20237
611	31832	20181
612	31884	20129
613	31934	20076
614	31985	20023
615	32034	19969
616	32083	19915
617	32136	19864
618	32187	19811
619	32235	19757
620	32283	19703
621	32330	19648
622	32380	19594
623	32429	19540
624	32474	19484
625	32523	19430
626	32569	19375
627	32617	19321
628	32669	19269
629	32718	19215
630	32764	19160
631	32811	19105
632	32863	19053
633	32911	18999
634	32957	18944
635	33002	18888
636	33047	18832
637	33101	18781
638	33149	18727
639	33197	18673
640	33246	18619
641	33293	18565
642	33341	18511
643	33392	18459
644	33439	18404
645	33485	18349
646	33531	18294
647	33582	18242
648	33632	18189
649	33678	18134
650	33731	18083
651	33779	18029
652	33828	17976
653	33877	17923
654	33927	17870
655	33975	17816
656	34020	17761
657	34073	17709
658	34124	17657
659	34172	17603
660	34218	17549
661	34265	17495
662	34317	17443
663	34365	17389
664	34413	17336
665	34463	17283
666	34510	17229
667	34560	17176
668	34609	17123
669	34656	17069
670	34703	17015
671	34751	16962
672	34802	16910
673	34851	16856
674	34897	16802
675	34941	16747
676	34989	16693
677	35040	16641
678	35088	16588
679	35132	16533
680	35182	16480
681	35230	16427
682	35280	16374
683	35330	16322
684	35376	16268
685	35423	16214
686	35468	16159
687	35515	16105
688	35562	16052
689	35612	15999
690	35659	15946
691	35707	15892
692	35761	15842
693	35811	15789
694	35860	15737
695	35908	15684
696	35955	15630
697	36007	15578
698	36057	15526
699	36106	15474
700	36156	15422
701	36209	15370
702	36260	15319
703	36312	15267
704	36360	15214
705	36408	15161
706	36459	15109
707	36507	15056
708	36555	15003
709	36604	14951
710	36651	14897
711	36702	14845
712	36751	14793
713	36798	14740
714	36845	14686
715	36893	14633
716	36945	14582
717	36998	14531
718	37046	14478
719	37098	14427
720	37145	14373
721	37198	14323
722	37251	14272
723	37297	14218
724	37345	14165
725	37394	14112
726	37447	14062
727	37499	14010
728	37550	13958
729	37602	13907
730	37648	13854
731	37705	13804
732	37754	13752
733	37806	13700
734	37853	13647
735	37906	13596
736	37956	13544
737	38001	13491
738	38050	13438
739	38097	13385
740	38148	13333
741	38194	13280
742	38240	13227
743	38287	13174
744	38337	13122
745	38388	13070
746	38434	13017
747	38482	12964
748	38528	12911
749	38578	12859
750	38627	12807
751	38677	12755
752	38724	12702
753	38770	12649
754	38823	12598
755	38869	12545
756	38919	12493
757	38969	12441
758	39018	12389
759	39069	12337
760	39115	12284
761	39164	12232
762	39214	12180
763	39267	12129
764	39321	12079
765	39373	12027
766	39421	11975
767	39467	11922
768	39517	11870
769	39567	11818
770	39613	11765
771	39660	11713
772	39709	11661
773	39755	11608
774	39805	11556
775	39852	11503
776	39902	11451
777	39951	11400
778	40001	11348
779	40049	11296
780	40101	11244
781	40153	11193
782	40202	11141
783	40249	11089
784	40306	11039
785	40351	10986
786	40399	10934
787	40447	10881
788	40495	10829
789	40546	10778
790	40596	10726
791	40642	10673
792	40687	10620
793	40732	10567
794	40785	10516
795	40834	10465
796	40885	10413
797	40936	10362
798	40982	10309
799	41036	10259
800	41087	10207
801	41137	10156
802	41181	10102
803	41228	10050
804	41289	10001
805	41338	9949
806	41390	9898
807	41439	9847
808	41488	9795
809	41539	9743
810	41591	9692
811	41641	9641
812	41689	9589
813	41736	9536
814	41787	9485
815	41836	9433
816	41885	9381
817	41934	9330
818	41978	9277
819	42028	9225
820	42080	9174
821	42128	9122
822	42174	9070
823	42221	9018
824	42271	8966
825	42321	8915
826	42367	8862
827	42415	8810
828	42460	8758
829	42509	8706
830	42554	8654
831	42601	8602
832	42650	8550
833	42697	8498
834	42750	8447
835	42799	8396
836	42851	8345
837	42899	8293
838	42944	8240
839	42995	8189
840	43044	8138
841	43093	8086
842	43141	8034
843	43193	7983
844	43243	7932
845	43290	7880
846	43343	7829
847	43389	7777
848	43442	7726
849	43490	7674
850	43545	7624
851	43592	7572
852	43639	7520
853	43690	7469
854	43739	7417
855	43788	7366
856	43833	7314
857	43877	7261
858	43923	7209
859	43973	7158
860	44018	7106
861	44069	7055
862	44113	7002
863	44169	6952
864	44220	6901
865	44270	6850
866	44321	6799
867	44363	6746
868	44416	6695
869	44466	6644
870	44513	6592
871	44561	6541
872	44606	6489
873	44656	6437
874	44704	6386
875	44754	6335
876	44803	6283
877	44852	6232
878	44902	6181
879	44953	6130
880	44999	6078
881	45044	6026
882	45093	5975
883	45142	5923
884	45191	5872
885	45239	5820
886	45284	5769
887	45330	5717
888	45380	5666
889	45429	5614
890	45478	5563
891	45528	5512
892	45574	5460
893	45625	5409
894	45677	5358
895	45730	5307
896	45777	5256
897	45827	5205
898	45885	5155
899	45931	5103
900	45983	5052
901	46037	5001
902	46090	4951
903	46141	4900
904	46188	4848
905	46236	4797
906	46302	4747
907	46354	4696
908	46401	4645
909	46446	4593
910	46491	4541
911	46541	4490
912	46589	4439
913	46635	4388
914	46686	4336
915	46731	4285
916	46777	4233
917	46826	4182
918	46878	4131
919	46926	4080
920	46977	4029
921	47030	3978
922	47084	3927
923	47135	3876
924	47188	3826
925	47242	3775
926	47293	3724
927	47344	3673
928	47388	3621
929	47440	3570
930	47490	3519
931	47537	3468
932	47584	3417
933	47635	3366
934	47685	3315
935	47739	3264
936	47789	3213
937	47837	3161
938	47885	3110
939	47936	3059
940	47990	3008
941	48041	2957
942	48087	2906
943	48139	2855
944	48191	2804
945	48241	2753
946	48291	2702
947	48344	2651
948	48398	2600
949	48442	2549
950	48490	2498
951	48533	2447
952	48581	2395
953	48629	2344
954	48678	2293
955	48726	2242
956	48773	2191
957	48823	2140
958	48873	2089
959	48919	2038
960	48970	1987
961	49015	1936
962	49066	1885
963	49119	1834
964	49170	1783
965	49217	1732
966	49263	1681
967	49313	1630
968	49359	1579
969	49407	1528
970	49454	1477
971	49500	1425
972	49550	1374
973	49598	1323
974	49648	1273
975	49698	1222
976	49747	1171
977	49799	1120
978	49850	1069
979	49900	1018
980	49947	967
981	49997	916
982	50047	865
983	50096	814
984	50144	763
985	50197	712
986	50249	661
987	50302	610
988	50353	560
989	50406	509
990	50454	458
991	50503	407
992	50553	356
993	50600	305
994	50645	254
995	50701	203
996	50751	152
997	50798	101
998	50850	50
999	50897	0
