iter	RMSE
398	8.2070878
399	8.206999868
400	8.206774764
401	8.205418531
402	8.20488996
403	8.204821783
404	8.204286936
405	8.204248974
406	8.203845671
407	8.203799039
408	8.203512475
409	8.201175227
410	8.174913705
411	8.17489133
412	8.174862408
413	8.172690982
414	8.172624291
415	8.172557694
416	8.172429971
417	8.170125057
418	8.170059711
419	8.169600229
420	8.169326475
421	8.16910551
422	8.168745567
423	8.168713192
424	8.154719554
425	8.154649538
426	8.150955647
427	8.150710406
428	8.150308904
429	8.148758493
430	8.14861581
431	8.148450934
432	8.148126556
433	8.147843185
434	8.147793472
435	8.147337284
436	8.147285856
437	8.147210994
438	8.147152917
439	8.128925353
440	8.12885812
441	8.128718614
442	8.12862369
443	8.128506162
444	8.128403948
445	8.127279571
446	8.127009658
447	8.126972982
448	8.126881839
449	8.126842593
450	8.126780908
451	8.126729056
452	8.126685697
453	8.126605019
454	8.126562714
455	8.126512155
456	8.126474268
457	8.11210274
458	8.111875408
459	8.111658957
460	8.111604642
461	8.111549795
462	8.111295535
463	8.11109682
464	8.110405147
465	8.110372308
466	8.110299505
467	8.108295792
468	8.108211521
469	8.108117584
470	8.108033422
471	8.10773904
472	8.107681757
473	8.107617242
474	8.10755966
475	8.107512847
476	8.107498316
477	8.107448774
478	8.105279872
479	8.104890413
480	8.104756189
481	8.10367455
482	8.103611802
483	8.103472076
484	8.103429351
485	8.103360426
486	8.103332998
487	8.103212934
488	8.103163867
489	8.103092203
490	8.103056928
491	8.10236041
492	8.100410861
493	8.100219169
494	8.100189877
495	8.100152669
496	8.088652474
497	8.088526318
498	8.086734918
499	8.086507863
500	8.085806584
501	8.085690054
502	8.085668519
503	8.085594694
504	8.085549287
505	8.085497248
506	8.085432154
507	8.084919102
508	8.084790339
509	8.083664728
510	8.083586897
511	8.083421066
512	8.08254424
513	8.08249123
514	8.080361792
515	8.080336454
516	8.080209624
517	8.080169208
518	8.079470678
519	8.0793461
520	8.0792888
521	8.079169126
522	8.079068085
523	8.07652165
524	8.076465184
525	8.076429693
526	8.076323371
527	8.076233357
528	8.076190935
529	8.075995941
530	8.075740181
531	8.075341919
532	8.075254855
533	8.075204765
534	8.075150454
535	8.075086636
536	8.074999302
537	8.067815985
538	8.066937877
539	8.066172244
540	8.066115017
541	8.066038282
542	8.065963104
543	8.065870168
544	8.065783377
545	8.065270939
546	8.064023323
547	8.063992808
548	8.063658197
549	8.063450926
550	8.062750519
551	8.062710831
552	8.062681498
553	8.062551002
554	8.053085733
555	8.053025345
556	8.052977314
557	8.052935871
558	8.052820131
559	8.052571605
560	8.052035346
561	8.051971416
562	8.051950989
563	8.051823524
564	8.051768219
565	8.051666249
566	8.051524145
567	8.051477841
568	8.051379816
569	8.051085486
570	8.050759258
571	8.050661517
572	8.050600416
573	8.050562905
574	8.050526467
575	8.050326095
576	8.050194749
577	8.05014984
578	8.050127662
579	8.050040915
580	8.050003849
581	8.049824439
582	8.049802945
583	8.049730667
584	8.049712679
585	8.049649569
586	8.047575229
587	8.04750901
588	8.047204981
589	8.047175033
590	8.047010925
591	8.046798075
592	8.046756635
593	8.046703395
594	8.046499171
595	8.046470922
596	8.046234317
597	8.046184021
598	8.046005103
599	8.045818226
600	8.045765185
601	8.045747241
602	8.045526163
603	8.045331398
604	8.045267317
605	8.045242854
606	8.045219618
607	8.044900212
608	8.043120199
609	8.043090374
610	8.041091762
611	8.040494794
612	8.040398728
613	8.040367008
614	8.039472765
615	8.039454349
616	8.039374967
617	8.039212228
618	8.039163955
619	8.039103925
620	8.038992852
621	8.03858318
622	8.038545266
623	8.038514468
624	8.038348287
625	8.038260961
626	8.038233147
627	8.038164586
628	8.037996722
629	8.036683721
630	8.036636777
631	8.036594837
632	8.032892353
633	8.032861379
634	8.032713875
635	8.032587522
636	8.032515737
637	8.032464121
638	8.032404607
639	8.032382293
640	8.032183317
641	8.031864898
642	8.031116999
643	8.030141773
644	8.029800858
645	8.029564022
646	8.029393801
647	8.029364
648	8.029343023
649	8.02930949
650	8.028536572
651	8.026234473
652	8.025763811
653	8.024338695
654	8.02080116
655	8.02073074
656	8.020644166
657	8.020533759
658	8.019525845
659	8.019477136
660	8.019435722
661	8.019036478
662	8.018951188
663	8.018893858
664	8.018821009
665	8.018700982
666	8.018657791
667	8.01853475
668	8.018432382
669	8.018361898
670	8.017733907
671	8.017699233
672	8.01756575
673	8.017523943
674	8.015665495
675	8.015578212
676	8.015054003
677	8.014966133
678	8.014783986
679	8.014749055
680	8.012045344
681	8.006213364
682	8.006138915
683	8.005789003
684	8.00569013
685	8.005652614
686	8.004974647
687	8.00484313
688	8.003790318
689	8.003703747
690	8.003510121
691	8.003259226
692	8.002487552
693	8.001639839
694	8.001525001
695	8.00146073
696	8.001322011
697	8.001285723
698	8.001236512
699	8.001202597
700	8.001114576
701	8.000752657
702	8.000658748
703	7.998833578
704	7.996016624
705	7.995590538
706	7.995509349
707	7.995470579
708	7.995392236
709	7.99534278
710	7.993602301
711	7.993350401
712	7.993288741
713	7.993237788
714	7.993198833
715	7.992960386
716	7.992767018
717	7.992491576
718	7.992406337
719	7.992339716
720	7.992302245
721	7.992214456
722	7.992154882
723	7.991085977
724	7.987716451
725	7.987374818
726	7.984931766
727	7.984899211
728	7.984857911
729	7.984526193
730	7.984396655
731	7.984358053
732	7.984155211
733	7.983871182
734	7.983767393
735	7.973514849
736	7.973295489
737	7.972965578
738	7.969809213
739	7.969180226
740	7.962132519
741	7.96156572
742	7.961383205
743	7.961243768
744	7.960650972
745	7.960596209
746	7.959468752
747	7.959415248
748	7.959260327
749	7.959233802
750	7.959172413
751	7.959124401
752	7.95908847
753	7.95903108
754	7.958984449
755	7.958937742
756	7.958375239
757	7.958290795
758	7.958170675
759	7.958139998
760	7.958119325
761	7.955162668
762	7.954895836
763	7.954840461
764	7.954644372
765	7.954572396
766	7.954224657
767	7.953996045
768	7.95375762
769	7.953718374
770	7.953681734
771	7.953487566
772	7.952990207
773	7.95280478
774	7.951880818
775	7.951769409
776	7.951738412
777	7.951678079
778	7.951643272
779	7.951366926
780	7.950735491
781	7.950704713
782	7.950600544
783	7.950551269
784	7.950501161
785	7.95046817
786	7.950404747
787	7.949503218
788	7.94940546
789	7.949309892
790	7.946543906
791	7.946162365
792	7.946149294
793	7.94612837
794	7.946089758
795	7.946059562
796	7.946034757
797	7.945981547
798	7.945952086
799	7.945914638
800	7.945888274
801	7.945867245
802	7.945823514
803	7.945724914
804	7.945681723
805	7.945650466
806	7.945303397
807	7.945280202
808	7.944536464
809	7.944500019
810	7.944399591
811	7.943911941
812	7.943895759
813	7.94375162
814	7.943498725
815	7.943181194
816	7.941097206
817	7.940921787
818	7.940682312
819	7.940661864
820	7.940440277
821	7.940283926
822	7.940186895
823	7.938850545
824	7.938807394
825	7.937204476
826	7.937081979
827	7.936902652
828	7.935325896
829	7.935300759
830	7.935203406
831	7.935119514
832	7.935051645
833	7.934785659
834	7.934614257
835	7.934530069
836	7.934260729
837	7.934214938
838	7.934046196
839	7.934021097
840	7.933622666
841	7.928179228
842	7.928117618
843	7.928065828
844	7.927956987
845	7.927894327
846	7.927851087
847	7.927727998
848	7.927699998
849	7.92766958
850	7.927396759
851	7.927323959
852	7.9272816
853	7.926764317
854	7.926713318
855	7.926688197
856	7.926614516
857	7.926586655
858	7.926564953
859	7.926514476
860	7.926052811
861	7.925983096
862	7.925662954
863	7.925590247
864	7.925524025
865	7.925479056
866	7.925457945
867	7.925423898
868	7.925380667
869	7.92457069
870	7.924544922
871	7.924487858
872	7.924450803
873	7.924320147
874	7.924307139
875	7.924244692
876	7.924160514
877	7.92410352
878	7.923953804
879	7.923874851
880	7.923762181
881	7.923684484
882	7.923580519
883	7.923465238
884	7.923444929
885	7.923371473
886	7.923337468
887	7.922886649
888	7.921705318
889	7.921628356
890	7.921586047
891	7.92155117
892	7.921528017
893	7.92147555
894	7.921441581
895	7.921399048
896	7.921377937
897	7.921322903
898	7.921039404
899	7.920746265
900	7.920728036
901	7.920563444
902	7.915564893
903	7.915547923
904	7.915526606
905	7.914821781
906	7.914427917
907	7.914212561
908	7.914100711
909	7.9135531
910	7.913405379
911	7.913364972
912	7.913325773
913	7.913302759
914	7.913129536
915	7.913098981
916	7.912899486
917	7.912878747
918	7.91277211
919	7.912706991
920	7.912532724
921	7.912473606
922	7.912427597
923	7.912375183
924	7.912054896
925	7.911976981
926	7.911937617
927	7.911679857
928	7.911652883
929	7.91154905
930	7.911519597
931	7.911488204
932	7.911466323
933	7.911435461
934	7.911410109
935	7.911382977
936	7.91091828
937	7.910852727
938	7.910771049
939	7.910727774
940	7.910685272
941	7.910641494
942	7.910614651
943	7.910587852
944	7.910353736
945	7.909878076
946	7.909629048
947	7.909599188
948	7.9094463
949	7.909276365
950	7.909160431
951	7.909136494
952	7.909096591
953	7.909038943
954	7.909024968
955	7.908779428
956	7.908750814
957	7.908720139
958	7.908689642
959	7.908639622
960	7.908606207
961	7.908508958
962	7.907446222
963	7.907393714
964	7.90735585
965	7.907339212
966	7.907240762
967	7.906795811
968	7.906779473
969	7.906600826
970	7.906516074
971	7.906405257
972	7.906324914
973	7.906268874
974	7.906253007
975	7.902439652
976	7.902398818
977	7.899802697
978	7.89976841
979	7.899737067
980	7.899721044
981	7.896553876
982	7.896467038
983	7.890184523
984	7.890172514
985	7.890109999
986	7.890054531
987	7.889935148
988	7.889699785
989	7.889632594
990	7.88065242
991	7.880627387
992	7.873627394
993	7.87359302
994	7.873244573
995	7.873095865
996	7.873073918
997	7.87305702
998	7.873029582
999	7.873009794
