iter	Passed	Remaining
309	447	995
310	448	993
311	449	992
312	451	990
313	452	988
314	453	986
315	454	984
316	455	982
317	457	980
318	458	979
319	460	977
320	461	976
321	462	973
322	464	972
323	465	971
324	466	969
325	468	968
326	469	966
327	470	964
328	471	962
329	473	961
330	474	959
331	476	957
332	477	956
333	478	954
334	479	952
335	481	950
336	482	948
337	483	947
338	485	945
339	486	944
340	488	943
341	489	942
342	491	940
343	492	938
344	493	936
345	494	934
346	495	932
347	496	930
348	498	929
349	499	928
350	500	926
351	502	925
352	504	923
353	505	921
354	506	920
355	507	918
356	508	916
357	509	914
358	511	913
359	512	911
360	514	909
361	515	907
362	516	905
363	517	904
364	518	902
365	519	900
366	521	898
367	522	896
368	523	895
369	525	894
370	526	892
371	528	891
372	529	890
373	530	888
374	532	886
375	533	884
376	534	882
377	535	880
378	536	879
379	538	877
380	539	876
381	540	874
382	541	872
383	543	871
384	544	870
385	546	868
386	547	867
387	548	865
388	550	864
389	551	862
390	552	861
391	554	859
392	555	857
393	556	855
394	557	854
395	559	852
396	560	851
397	561	849
398	562	847
399	564	846
400	565	844
401	567	843
402	568	841
403	569	840
404	570	838
405	572	837
406	573	835
407	574	833
408	575	831
409	576	830
410	577	828
411	579	826
412	580	824
413	581	822
414	583	821
415	584	820
416	585	818
417	586	817
418	588	815
419	589	814
420	590	812
421	592	811
422	593	810
423	594	808
424	596	806
425	597	805
426	598	803
427	600	801
428	601	800
429	604	800
430	608	802
431	609	801
432	611	800
433	612	799
434	614	797
435	615	796
436	616	794
437	618	793
438	620	792
439	621	791
440	624	791
441	625	790
442	627	789
443	630	789
444	632	788
445	633	786
446	634	785
447	636	784
448	640	785
449	643	786
450	645	785
451	647	785
452	649	784
453	652	784
454	654	783
455	655	782
456	657	781
457	659	780
458	660	778
459	662	777
460	664	777
461	666	776
462	668	775
463	670	774
464	672	774
465	674	773
466	676	772
467	678	771
468	680	770
469	682	769
470	684	768
471	686	767
472	688	766
473	691	766
474	693	766
475	695	765
476	697	764
477	699	763
478	701	762
479	703	761
480	704	760
481	706	759
482	709	759
483	710	757
484	712	756
485	713	755
486	715	753
487	717	752
488	718	750
489	719	749
490	721	747
491	722	746
492	724	745
493	726	743
494	727	742
495	729	741
496	730	739
497	732	738
498	733	736
499	734	734
500	736	733
501	737	731
502	739	730
503	740	728
504	742	727
505	744	726
506	746	725
507	747	723
508	748	722
509	750	720
510	751	719
511	753	718
512	755	717
513	756	715
514	758	714
515	759	712
516	761	711
517	763	710
518	764	708
519	766	707
520	768	706
521	770	705
522	771	703
523	772	701
524	774	700
525	775	698
526	777	697
527	778	696
528	780	695
529	782	693
530	784	692
531	785	691
532	786	689
533	788	687
534	789	686
535	790	684
536	792	683
537	793	681
538	794	679
539	796	678
540	797	676
541	798	674
542	799	673
543	801	671
544	802	670
545	804	668
546	805	667
547	806	665
548	807	663
549	809	661
550	810	660
551	811	658
552	812	656
553	813	654
554	814	653
555	815	651
556	816	649
557	818	648
558	819	646
559	820	644
560	822	643
561	823	641
562	824	640
563	826	638
564	827	637
565	828	635
566	829	633
567	830	632
568	832	630
569	833	628
570	834	627
571	835	625
572	837	623
573	838	622
574	839	620
575	841	619
576	842	617
577	843	616
578	845	614
579	846	612
580	847	611
581	848	609
582	849	607
583	850	606
584	851	604
585	853	602
586	854	600
587	855	599
588	856	597
589	858	596
590	859	594
591	860	593
592	861	591
593	863	589
594	864	588
595	865	586
596	866	585
597	867	583
598	868	581
599	869	579
600	871	578
601	872	576
602	873	575
603	874	573
604	875	571
605	877	570
606	878	568
607	879	567
608	880	565
609	882	563
610	883	562
611	884	560
612	885	559
613	886	557
614	887	555
615	889	554
616	890	552
617	891	550
618	892	549
619	893	547
620	894	545
621	895	544
622	896	542
623	897	540
624	898	539
625	899	537
626	901	536
627	902	534
628	903	533
629	905	531
630	906	529
631	907	528
632	908	526
633	909	525
634	910	523
635	911	521
636	913	520
637	914	518
638	915	517
639	916	515
640	917	514
641	918	512
642	919	510
643	921	509
644	922	507
645	924	506
646	925	504
647	926	503
648	927	501
649	929	500
650	930	498
651	931	497
652	932	495
653	933	494
654	934	492
655	936	490
656	937	489
657	938	487
658	940	486
659	941	484
660	943	483
661	944	482
662	946	480
663	947	479
664	948	478
665	950	476
666	951	474
667	952	473
668	953	471
669	954	470
670	955	468
671	956	467
672	958	465
673	959	464
674	960	462
675	961	461
676	963	459
677	964	458
678	965	456
679	967	455
680	968	453
681	969	452
682	970	450
683	971	448
684	972	447
685	974	445
686	975	444
687	976	442
688	977	441
689	978	439
690	979	438
691	981	436
692	982	435
693	983	433
694	984	432
695	985	430
696	986	428
697	987	427
698	989	425
699	990	424
700	991	422
701	992	421
702	993	419
703	994	418
704	995	416
705	996	415
706	998	413
707	999	412
708	1000	410
709	1001	409
710	1002	407
711	1003	405
712	1004	404
713	1005	402
714	1007	401
715	1008	399
716	1009	398
717	1010	396
718	1011	395
719	1012	393
720	1013	392
721	1015	390
722	1016	389
723	1017	387
724	1018	386
725	1019	384
726	1020	383
727	1021	381
728	1022	380
729	1023	378
730	1025	377
731	1026	375
732	1027	374
733	1028	372
734	1029	371
735	1030	369
736	1031	368
737	1033	366
738	1034	365
739	1035	363
740	1036	362
741	1037	360
742	1038	359
743	1039	357
744	1040	356
745	1041	354
746	1042	353
747	1044	351
748	1045	350
749	1046	348
750	1047	347
751	1048	345
752	1049	344
753	1050	342
754	1052	341
755	1053	339
756	1054	338
757	1055	337
758	1056	335
759	1057	334
760	1059	332
761	1060	331
762	1061	329
763	1062	328
764	1063	326
765	1064	325
766	1065	323
767	1067	322
768	1068	320
769	1069	319
770	1070	317
771	1071	316
772	1072	315
773	1073	313
774	1075	312
775	1076	310
776	1077	309
777	1078	307
778	1079	306
779	1080	304
780	1082	303
781	1083	301
782	1084	300
783	1085	299
784	1086	297
785	1087	296
786	1088	294
787	1089	293
788	1090	291
789	1092	290
790	1093	288
791	1094	287
792	1095	285
793	1096	284
794	1097	283
795	1098	281
796	1099	280
797	1101	278
798	1102	277
799	1103	275
800	1104	274
801	1105	273
802	1107	271
803	1108	270
804	1109	268
805	1110	267
806	1111	265
807	1112	264
808	1114	263
809	1115	261
810	1117	260
811	1118	258
812	1119	257
813	1120	256
814	1121	254
815	1123	253
816	1124	251
817	1125	250
818	1127	249
819	1128	247
820	1129	246
821	1131	244
822	1132	243
823	1133	242
824	1134	240
825	1135	239
826	1136	237
827	1138	236
828	1139	235
829	1140	233
830	1141	232
831	1142	230
832	1144	229
833	1145	228
834	1147	226
835	1148	225
836	1149	223
837	1150	222
838	1151	220
839	1152	219
840	1154	218
841	1155	216
842	1156	215
843	1157	213
844	1158	212
845	1160	211
846	1161	209
847	1163	208
848	1164	207
849	1165	205
850	1166	204
851	1167	202
852	1169	201
853	1170	200
854	1171	198
855	1172	197
856	1173	195
857	1175	194
858	1176	193
859	1177	191
860	1179	190
861	1180	188
862	1181	187
863	1182	186
864	1184	184
865	1185	183
866	1186	182
867	1187	180
868	1188	179
869	1189	177
870	1191	176
871	1193	175
872	1194	173
873	1195	172
874	1196	170
875	1197	169
876	1199	168
877	1200	166
878	1201	165
879	1202	164
880	1204	162
881	1205	161
882	1206	159
883	1208	158
884	1209	157
885	1210	155
886	1211	154
887	1212	152
888	1213	151
889	1215	150
890	1216	148
891	1218	147
892	1219	146
893	1220	144
894	1221	143
895	1223	141
896	1224	140
897	1225	139
898	1226	137
899	1227	136
900	1229	135
901	1230	133
902	1231	132
903	1233	130
904	1234	129
905	1235	128
906	1236	126
907	1238	125
908	1239	124
909	1240	122
910	1241	121
911	1243	119
912	1244	118
913	1245	117
914	1247	115
915	1248	114
916	1249	113
917	1250	111
918	1251	110
919	1253	108
920	1254	107
921	1255	106
922	1256	104
923	1258	103
924	1259	102
925	1260	100
926	1262	99
927	1263	98
928	1264	96
929	1266	95
930	1267	93
931	1269	92
932	1270	91
933	1271	89
934	1272	88
935	1273	87
936	1275	85
937	1277	84
938	1278	83
939	1279	81
940	1280	80
941	1281	78
942	1283	77
943	1284	76
944	1286	74
945	1287	73
946	1288	72
947	1289	70
948	1292	69
949	1293	68
950	1294	66
951	1295	65
952	1296	63
953	1297	62
954	1299	61
955	1300	59
956	1301	58
957	1302	57
958	1304	55
959	1305	54
960	1306	53
961	1308	51
962	1309	50
963	1310	48
964	1311	47
965	1312	46
966	1314	44
967	1315	43
968	1317	42
969	1318	40
970	1319	39
971	1321	38
972	1322	36
973	1323	35
974	1324	33
975	1325	32
976	1327	31
977	1328	29
978	1330	28
979	1331	27
980	1332	25
981	1333	24
982	1335	23
983	1336	21
984	1337	20
985	1339	19
986	1340	17
987	1341	16
988	1343	14
989	1344	13
990	1345	12
991	1346	10
992	1347	9
993	1349	8
994	1350	6
995	1351	5
996	1353	4
997	1354	2
998	1355	1
999	1356	0
