iter	RMSE
191	0.2881392584
192	0.2877738833
193	0.2874983887
194	0.2872492185
195	0.2870636591
196	0.2869083766
197	0.2867378975
198	0.2864528979
199	0.2862765799
200	0.2861306172
201	0.2859295918
202	0.2857965341
203	0.2856739465
204	0.2853244934
205	0.2851684783
206	0.2848364041
207	0.284612446
208	0.28439982
209	0.2841391113
210	0.2839031203
211	0.2837152482
212	0.2835051517
213	0.2832706565
214	0.2829914725
215	0.2828047157
216	0.2826764975
217	0.2825495622
218	0.2823811855
219	0.2820440472
220	0.2818108141
221	0.2816337668
222	0.281420702
223	0.2812002671
224	0.2810778887
225	0.2809509898
226	0.2807704763
227	0.2805781619
228	0.2804088732
229	0.2802776282
230	0.2801336861
231	0.2799661251
232	0.279791862
233	0.2795408687
234	0.2793465325
235	0.2792290679
236	0.2790322784
237	0.2788815603
238	0.278724049
239	0.278609802
240	0.2785181134
241	0.2782722634
242	0.2781033815
243	0.2779354216
244	0.2778502627
245	0.2777191988
246	0.2775699374
247	0.2774162548
248	0.2771135684
249	0.2769253043
250	0.2767371916
251	0.2765389882
252	0.2763830769
253	0.2763070714
254	0.2761511504
255	0.2760327816
256	0.2758412642
257	0.2756763413
258	0.2755727763
259	0.2754129574
260	0.2752204341
261	0.2750238911
262	0.274751909
263	0.274519446
264	0.2743271451
265	0.2741127999
266	0.2739798182
267	0.2737357491
268	0.2735703643
269	0.2734221895
270	0.2733623772
271	0.2731549887
272	0.2730319268
273	0.2728166219
274	0.2727458709
275	0.2726205022
276	0.2724657364
277	0.2723352222
278	0.2722251765
279	0.2721571287
280	0.2720998178
281	0.2719602067
282	0.2718834065
283	0.271844008
284	0.2716216148
285	0.2714994139
286	0.2713244189
287	0.2711949706
288	0.2711356132
289	0.2710637319
290	0.270951792
291	0.2708426803
292	0.2706167553
293	0.2704216848
294	0.2702679158
295	0.2700719688
296	0.2699998435
297	0.269839861
298	0.269759474
299	0.2696422105
300	0.2695285704
301	0.2693880274
302	0.26926017
303	0.2690274091
304	0.2688778089
305	0.2687718119
306	0.2686291019
307	0.2684566742
308	0.2682556867
309	0.2681067373
310	0.2679537786
311	0.2677794346
312	0.2675063279
313	0.2674020488
314	0.2673241411
315	0.2671550422
316	0.2670933223
317	0.266976528
318	0.2668182968
319	0.2666877826
320	0.2665781796
321	0.2664133311
322	0.2662597904
323	0.2660867287
324	0.2659759828
325	0.2657909727
326	0.2656658907
327	0.2654527683
328	0.2652590308
329	0.2650638924
330	0.2649639858
331	0.2649330244
332	0.264905054
333	0.2648748682
334	0.264731075
335	0.2645635816
336	0.2644320046
337	0.2643419184
338	0.2642580429
339	0.2642223556
340	0.2641353505
341	0.2641064849
342	0.2640183328
343	0.2638327496
344	0.2637138634
345	0.2636065212
346	0.2634955055
347	0.2634160704
348	0.2633063038
349	0.2632825816
350	0.2632583361
351	0.2630989468
352	0.2629893318
353	0.2629414692
354	0.2629271732
355	0.2628043507
356	0.2627053369
357	0.2626279808
358	0.2624984546
359	0.2623719557
360	0.2622059625
361	0.2620775029
362	0.2620619213
363	0.2618877474
364	0.261767395
365	0.2617428184
366	0.2616813357
367	0.2615851223
368	0.2613888248
369	0.2613221186
370	0.2612536494
371	0.2610426049
372	0.2608732939
373	0.2607798413
374	0.2606872168
375	0.2606532339
376	0.2605479882
377	0.2603695224
378	0.2602678479
379	0.2601124989
380	0.2599983055
381	0.2598162681
382	0.2596739592
383	0.2594881707
384	0.2593588122
385	0.2593098951
386	0.2592294154
387	0.2591099144
388	0.2590312412
389	0.2589138778
390	0.2587535844
391	0.2586865454
392	0.2586261883
393	0.2585323629
394	0.2584607144
395	0.2583723856
396	0.2582186278
397	0.258155289
398	0.2581544318
399	0.25801723
400	0.2578790631
401	0.2577192238
402	0.2576286982
403	0.2574862182
404	0.2574316059
405	0.2573704566
406	0.2573359203
407	0.257290275
408	0.2572246559
409	0.2570839633
410	0.2569830044
411	0.2568549657
412	0.2567927025
413	0.2567479663
414	0.2566886815
415	0.2565300378
416	0.2564107321
417	0.2563100904
418	0.2561932322
419	0.2560531402
420	0.2559115612
421	0.2558015664
422	0.2556830926
423	0.2555134069
424	0.25540638
425	0.2553646276
426	0.2552516674
427	0.2552108406
428	0.2551219871
429	0.2550324473
430	0.2549050606
431	0.2548409396
432	0.2547921663
433	0.2547584608
434	0.2546129602
435	0.2544283951
436	0.254406857
437	0.2542720577
438	0.2542316916
439	0.2541891104
440	0.2540795776
441	0.2539979673
442	0.2538851835
443	0.2538463098
444	0.2537591542
445	0.2537120658
446	0.2536348282
447	0.2534743497
448	0.2533508745
449	0.2532029807
450	0.2531424328
451	0.2530626917
452	0.2529962004
453	0.2528198282
454	0.2527019657
455	0.2525772313
456	0.252543436
457	0.2524098547
458	0.2523977111
459	0.2523378245
460	0.2522460856
461	0.2521139857
462	0.2519686709
463	0.2519059835
464	0.2518319868
465	0.2516928382
466	0.2515916257
467	0.2514707721
468	0.2514116833
469	0.2513686172
470	0.2512534753
471	0.2511852043
472	0.2510865357
473	0.2510138271
474	0.2508839876
475	0.2508179021
476	0.2507463303
477	0.2506600492
478	0.2506085599
479	0.2504924247
480	0.2503695545
481	0.250298935
482	0.2502106712
483	0.2500995405
484	0.2500532596
485	0.2500310067
486	0.249905857
487	0.2498512356
488	0.2498418929
489	0.249833769
490	0.2497074484
491	0.2496586559
492	0.249549692
493	0.2495159972
494	0.2494520166
495	0.2493700153
496	0.2493468688
497	0.2492671571
498	0.2491989264
499	0.2491206896
500	0.2490602746
501	0.2490414002
502	0.2489718799
503	0.2489286172
504	0.2488644229
505	0.2487506217
506	0.2487111129
507	0.2486591767
508	0.2485909188
509	0.2484914746
510	0.2484211947
511	0.248305318
512	0.2482011295
513	0.2480397999
514	0.2480170816
515	0.247860576
516	0.247772209
517	0.2476982369
518	0.2476279296
519	0.2475345103
520	0.2474176101
521	0.2473630604
522	0.2473079013
523	0.247280383
524	0.2471638785
525	0.2470628602
526	0.2469574604
527	0.246882804
528	0.2468496201
529	0.2467330565
530	0.2466913573
531	0.2466453216
532	0.2466065282
533	0.2465701877
534	0.246486364
535	0.2464732615
536	0.2464014275
537	0.246366483
538	0.2463491216
539	0.2462825995
540	0.2462035347
541	0.2461731364
542	0.2461406722
543	0.2460882503
544	0.2460341249
545	0.2459915878
546	0.2458825134
547	0.2458038282
548	0.2457418482
549	0.245680457
550	0.2455853634
551	0.2455027375
552	0.2454699823
553	0.2454397849
554	0.2453066324
555	0.2452872055
556	0.2452279613
557	0.2452114267
558	0.2451815999
559	0.245012299
560	0.2449369326
561	0.2447968901
562	0.2447313097
563	0.2445543413
564	0.2444963336
565	0.2443869659
566	0.2442870463
567	0.2441761131
568	0.244079586
569	0.2439730552
570	0.2439570822
571	0.2438542258
572	0.2437854068
573	0.2436846606
574	0.2436017214
575	0.2435748144
576	0.2435417985
577	0.2434705146
578	0.243382755
579	0.2432776096
580	0.2432605978
581	0.2432236941
582	0.2431719221
583	0.243136499
584	0.2431029765
585	0.2430891872
586	0.2430058786
587	0.2428631617
588	0.242785761
589	0.2427290456
590	0.242715365
591	0.2425265529
592	0.2425147765
593	0.2425005352
594	0.2424568107
595	0.2423713514
596	0.2423152982
597	0.2422936511
598	0.2422160939
599	0.2420851166
600	0.2420045688
601	0.2419018965
602	0.2418858903
603	0.2417580784
604	0.2417278032
605	0.2416489621
606	0.2415404884
607	0.2414619871
608	0.2414364244
609	0.2413335016
610	0.2412186546
611	0.2411838338
612	0.2411500076
613	0.2411275647
614	0.2410865777
615	0.2410428772
616	0.2410246694
617	0.2409296245
618	0.2408586108
619	0.2408527267
620	0.2407822366
621	0.2407773259
622	0.240729357
623	0.2407174663
624	0.2406633207
625	0.2405996609
626	0.2405637706
627	0.2404496034
628	0.2404111862
629	0.2402590315
630	0.2402297098
631	0.2401357846
632	0.2400778169
633	0.2400001951
634	0.2399370699
635	0.239873411
636	0.2398096192
637	0.2397550146
638	0.239639494
639	0.2395535776
640	0.2394081486
641	0.2393730898
642	0.2393174262
643	0.2392579461
644	0.239149984
645	0.2390775959
646	0.2390243176
647	0.238961614
648	0.2389096934
649	0.2388164568
650	0.2387867024
651	0.2386781055
652	0.2385825442
653	0.2385012888
654	0.2384693163
655	0.2384099932
656	0.2383796594
657	0.2383091755
658	0.2382100874
659	0.2381522653
660	0.2380998701
661	0.2380384083
662	0.2380127473
663	0.2379455068
664	0.2379125372
665	0.2378251433
666	0.2377395119
667	0.2376929894
668	0.2376018139
669	0.237553901
670	0.2375436245
671	0.2374402652
672	0.2373452274
673	0.2373342516
674	0.2372134227
675	0.2371022813
676	0.237063418
677	0.2370144079
678	0.2370080087
679	0.2369425173
680	0.2368649992
681	0.2367405536
682	0.2367333513
683	0.236657312
684	0.2365831988
685	0.2364603857
686	0.2364277469
687	0.2363413454
688	0.2362580803
689	0.2361935917
690	0.2361134699
691	0.2360883152
692	0.2360343465
693	0.2360052621
694	0.235956259
695	0.2359248558
696	0.2358963536
697	0.235770773
698	0.2357381043
699	0.235655129
700	0.2355757313
701	0.235529323
702	0.2354883415
703	0.2353883178
704	0.2352820667
705	0.2352316799
706	0.235211582
707	0.2351377766
708	0.2350683565
709	0.2349536735
710	0.2349445954
711	0.2349193605
712	0.2348048282
713	0.234782773
714	0.2347221486
715	0.2346455359
716	0.234553252
717	0.2344565371
718	0.2343934
719	0.2342844277
720	0.2342595593
721	0.2341816456
722	0.2341145541
723	0.2340437246
724	0.2339618899
725	0.233953391
726	0.2339023395
727	0.2338311582
728	0.233812275
729	0.2337736064
730	0.2337292625
731	0.2336887306
732	0.233626004
733	0.2336028905
734	0.2335350305
735	0.2334638876
736	0.2334144415
737	0.2332475567
738	0.2331765096
739	0.2331605304
740	0.2330907339
741	0.233033242
742	0.2329824104
743	0.2329441205
744	0.2328871362
745	0.2328779467
746	0.2328394141
747	0.2327903483
748	0.2327621559
749	0.2327057903
750	0.2326712254
751	0.2325823936
752	0.2325394803
753	0.2324835001
754	0.2324534735
755	0.2323783123
756	0.2322899065
757	0.232244496
758	0.2322165831
759	0.2321581628
760	0.2321009188
761	0.2320426731
762	0.2319672892
763	0.231954715
764	0.2318916891
765	0.2317844771
766	0.2317631274
767	0.2317206996
768	0.2315851389
769	0.2315649279
770	0.231496904
771	0.2314722305
772	0.2314185067
773	0.2313781005
774	0.2313531973
775	0.2312808839
776	0.2312451962
777	0.231212373
778	0.2311853793
779	0.231112089
780	0.2310757927
781	0.2310057049
782	0.2309515494
783	0.2308936744
784	0.2308466662
785	0.230808456
786	0.2307202959
787	0.2306572768
788	0.2306152089
789	0.2305758478
790	0.2305546492
791	0.2304722048
792	0.230393782
793	0.2303173244
794	0.2302517843
795	0.2301602051
796	0.230078694
797	0.2300311492
798	0.2299684869
799	0.2298698842
800	0.2297853952
801	0.2297558835
802	0.2297060647
803	0.2296374419
804	0.2295576858
805	0.2295029293
806	0.2293562755
807	0.2293055037
808	0.229254491
809	0.2292091764
810	0.2291368974
811	0.2291029239
812	0.2290529422
813	0.2290289164
814	0.2289366559
815	0.2288560557
816	0.2288309116
817	0.2288053498
818	0.2287610793
819	0.2286847224
820	0.2286691666
821	0.2286287499
822	0.228554014
823	0.2284773786
824	0.2284010374
825	0.228341038
826	0.2282651931
827	0.2281781319
828	0.2281551831
829	0.228099549
830	0.2280695708
831	0.2280073701
832	0.2279201063
833	0.2278847542
834	0.227750615
835	0.2277278283
836	0.227670476
837	0.2276336261
838	0.2276199147
839	0.2275855744
840	0.227544247
841	0.2275164718
842	0.2273964529
843	0.2273503301
844	0.227319676
845	0.2272573188
846	0.2271576043
847	0.2271181284
848	0.2270741915
849	0.2270479553
850	0.2270154167
851	0.2269498229
852	0.226890997
853	0.2268294329
854	0.2267747465
855	0.2267100479
856	0.2266112467
857	0.2265841255
858	0.2265008077
859	0.2264656301
860	0.226388133
861	0.2262832766
862	0.2262572812
863	0.2262521854
864	0.226200868
865	0.226127825
866	0.2260519249
867	0.225978826
868	0.2259152366
869	0.2258143339
870	0.225731426
871	0.2256835906
872	0.2256153304
873	0.2255745847
874	0.2254760186
875	0.2254323456
876	0.225346092
877	0.2253174837
878	0.2252706183
879	0.2251522732
880	0.2250562003
881	0.2250209534
882	0.2249805452
883	0.2249451109
884	0.2249257438
885	0.2249118786
886	0.2247904852
887	0.224765223
888	0.2247148262
889	0.2246524286
890	0.2245976556
891	0.224485117
892	0.2244590597
893	0.2243844025
894	0.2243191363
895	0.2243029433
896	0.2242779921
897	0.2242530074
898	0.2241906414
899	0.224142513
900	0.2241023703
901	0.2240345224
902	0.2239601732
903	0.22391224
904	0.2238973255
905	0.2238058869
906	0.2237923064
907	0.223732772
908	0.2236696761
909	0.2236487772
910	0.2235866113
911	0.2235205345
912	0.2234940959
913	0.2234535361
914	0.2234075412
915	0.2233952695
916	0.2233136208
917	0.2232849793
918	0.2232509011
919	0.2232061651
920	0.2231901812
921	0.2231356508
922	0.2230332856
923	0.222994557
924	0.2229865516
925	0.2229192873
926	0.2228717255
927	0.2228039592
928	0.2227476405
929	0.2227274005
930	0.2226981821
931	0.2226503082
932	0.2225661654
933	0.2225151547
934	0.2224771239
935	0.2224637059
936	0.2224176441
937	0.2223826534
938	0.2223459664
939	0.222333242
940	0.2222749986
941	0.2221687427
942	0.2221261729
943	0.2220720425
944	0.2220371141
945	0.2219970571
946	0.2219767407
947	0.2219013118
948	0.2218227074
949	0.2217532522
950	0.2217309308
951	0.2216732881
952	0.2216444588
953	0.2215958098
954	0.2215021259
955	0.2214647148
956	0.2213983018
957	0.2213405464
958	0.2212887641
959	0.2212335995
960	0.2211819629
961	0.2211627143
962	0.2211053664
963	0.2210890893
964	0.2210428855
965	0.220937983
966	0.2208766665
967	0.2208341877
968	0.2207709649
969	0.2207085818
970	0.2206489634
971	0.2206278456
972	0.2205738287
973	0.2205104386
974	0.220500372
975	0.2204901384
976	0.2204080274
977	0.2203582385
978	0.2202979455
979	0.220287387
980	0.2202211017
981	0.2201556052
982	0.2200961603
983	0.2200781624
984	0.2200575451
985	0.2200371946
986	0.2200264741
987	0.2200073234
988	0.2199681492
989	0.2199472887
990	0.2198818624
991	0.2198639613
992	0.2198267655
993	0.2197975681
994	0.219775989
995	0.2197205967
996	0.2196624973
997	0.219619572
998	0.2195516688
999	0.2195040369
